Accession_number	Start	End	Predicted_score
Q6PK81	182	233	0.3233438823529412
Q6ZVN8	137	182	0.22164593333333332
Q7RTV3	158	211	0.2703281132075472
Q8NEC7	606	630	0.2990725416666667
O43155	637	659	0.32961304545454545
P02748	26	151	0.45404898400000004
Q06730	235	254	0.30490336842105265
Q06730	268	370	0.3667943039215686
Q06730	531	763	0.4519761810344828
Q06730	788	808	0.2984992
Q06732	236	255	0.28005115789473684
Q06732	269	371	0.35901901960784316
Q0VG06	334	411	0.26310764935064934
Q0VGE8	212	439	0.46606287665198237
Q13115	172	192	0.2995546
Q2QGD7	171	224	0.27482058490566036
Q2QGD7	337	364	0.3643074074074074
Q2QGD7	379	435	0.3566247321428571
Q5W0U4	17	60	0.3690855348837209
Q6S9Z5	157	252	0.2937842842105263
Q8IVF1	1	68	0.3663262985074627
Q8IVF1	97	120	0.32727060869565217
Q8NER5	138	159	0.2653279523809524
Q9H6E5	555	583	0.2728411785714286
Q9UBS8	257	277	0.55241305
C9JVI0	34	61	0.27218018518518516
D6RBQ6	34	61	0.27218018518518516
Q5T764	127	152	0.24406683999999998
Q8N3Y3	30	56	0.23792415384615387
Q9NQ32	231	297	0.42345504545454543
Q9NQ32	331	351	0.29501535
O00548	185	525	0.6950579470588235
O00548	568	605	0.3123120810810811
O15537	27	55	0.3596275357142857
O43526	417	438	0.39201299999999994
Q14584	72	104	0.254350875
Q14584	123	422	0.3954536989966555
Q15910	489	613	0.5447802580645161
Q2KHN1	17	169	0.49217188157894737
Q68CJ9	112	135	0.2919126956521739
Q6ZVT6	476	497	0.2833105714285714
Q6ZVT6	662	685	0.27229052173913043
Q86XK2	352	367	0.2541356
Q86XT9	152	176	0.229457125
Q96BR5	13	42	0.3417709310344828
A0A3B3IT33	49	73	0.40332758333333335
A8MUK1	34	61	0.26996114814814814
Q15813	130	150	0.2513223
Q16671	17	33	0.281461125
Q16671	464	572	0.47223502777777776
Q4G163	117	154	0.23448132432432436
Q4G163	629	660	0.35084406451612904
Q4G163	672	690	0.3882881111111111
Q5FWF5	203	229	0.3602553461538462
Q5W111	2	21	0.43112500000000004
Q5W111	38	59	0.26272757142857145
Q86WR7	76	97	0.41026247619047623
Q96T88	392	419	0.31191451851851854
O76096	13	35	0.28566240909090906
P07204	19	34	0.2568624
P07204	214	489	0.6638784436363636
P0CH99	114	267	0.43195476470588234
P51888	62	88	0.33614038461538465
Q13822	48	157	0.5608229266055046
Q14314	29	58	0.24879117241379312
Q14314	88	108	0.2703592
Q6ZN32	205	220	0.30104746666666665
Q8IW03	62	84	0.30898554545454543
Q8N5Z5	278	310	0.33560915625
Q8TBP0	713	744	0.29878767741935486
Q96KS0	33	53	0.2567724
Q9BR61	248	276	0.25117678571428576
Q9HBH9	360	389	0.21137572413793101
Q03923	96	146	0.42711557999999994
Q03923	161	246	0.380266105882353
Q60I27	329	372	0.323679
Q8N8U9	67	233	0.6159053313253012
Q8N8U9	245	370	0.587390544
Q8N8U9	527	568	0.36224678048780484
Q96P44	405	453	0.27105083333333335
Q9BZR9	85	130	0.529844
Q9BZR9	461	484	0.3111240869565217
Q9HCL3	191	242	0.3710025098039216
Q9HCL3	415	466	0.37171027450980393
A8MT70	113	148	0.32345234285714286
C9JJH3	34	61	0.27185003703703703
O43187	433	500	0.22704362686567164
O75820	136	190	0.3353314074074074
P03999	317	336	0.29336921052631576
P09603	162	200	0.2972697894736842
P42681	12	28	0.4742704375
Q6NSW7	0	38	0.3412536052631579
Q6P6B7	0	44	0.2550842045454545
Q8NB50	132	183	0.32672978431372546
Q8NB50	412	466	0.3566098703703704
Q96CX6	328	348	0.4213367
Q9BQ31	469	490	0.3132119523809524
Q9BXK1	120	173	0.2718457358490566
Q9BY15	22	76	0.5390637037037037
Q9BYQ3	0	158	0.8434537215189875
O14867	136	159	0.3458435217391304
O14867	173	233	0.24519093333333333
O14867	252	286	0.28040094117647063
O14867	401	421	0.25207159999999995
O14867	450	531	0.2945774567901234
O14867	610	640	0.25485393333333334
O14867	704	735	0.3722670967741935
O95644	159	191	0.212099875
O95644	732	760	0.28117971428571426
P05160	494	531	0.30013859459459463
P05160	637	655	0.2743377777777778
P14210	166	416	0.372275192
P35030	0	30	0.35952036666666665
Q3SXZ3	104	143	0.30687238461538463
Q3SXZ3	162	213	0.32773282352941174
Q7Z2T5	110	141	0.3375060967741935
Q7Z2T5	155	173	0.33377616666666665
Q86YR6	0	49	0.44057483673469383
Q96PT3	3	23	0.29663724999999996
Q9ULV1	142	167	0.32211764000000004
O76015	0	101	0.41368075247524755
O76015	402	455	0.7376223773584906
O76031	0	18	0.4173041111111111
P08571	19	40	0.28433019047619046
P35372	34	62	0.21562835714285714
P35789	108	181	0.29114182191780824
P35789	192	243	0.34482654901960785
P35789	388	439	0.3666131568627451
Q6DN03	88	116	0.502652
Q6DN03	137	170	0.2635982424242424
Q6ZNG2	141	163	0.29761527272727273
Q6ZS27	195	346	0.4007687152317881
Q96HD1	129	336	0.6680625603864734
Q9BV87	260	277	0.32855717647058824
Q9BV87	325	361	0.44485525000000004
Q9BYR2	0	180	0.8446164444444444
Q9H9S0	0	38	0.34419649999999996
Q9HC78	56	76	0.26262945
Q9HC78	698	729	0.3475526129032258
Q9NQF3	187	202	0.33633013333333334
Q9UET6	267	328	0.25711983606557376
A3QJZ6	127	145	0.2332101666666667
O00161	68	96	0.4387033928571428
P02787	343	369	0.33146230769230767
P54764	222	334	0.3828981339285714
Q15928	105	145	0.344621575
Q15928	218	269	0.32885756862745097
Q56VL3	122	146	0.3303054583333333
Q8IWU6	434	485	0.22102449019607845
Q8IWU6	831	850	0.3417992631578947
Q96K80	31	101	0.3277096428571429
Q96MH2	267	285	0.3260572222222222
Q9NS68	27	72	0.6202352666666666
Q9NS68	209	278	0.49064017391304343
Q9UK28	31	55	0.399996875
Q9UNK4	129	144	0.4371239333333333
Q9Y210	32	65	0.26499815151515155
C9JH25	796	841	0.27745068888888885
O95436	625	689	0.448293140625
P0CI00	114	267	0.4302011830065359
P45880	0	21	0.3074505238095238
Q13077	11	66	0.5326401636363637
Q13077	77	104	0.34250633333333336
Q5TB30	390	430	0.24162684999999998
Q5TB30	487	517	0.2888743
Q5VUG0	635	659	0.3103476666666667
Q6S8J7	17	44	0.45660344444444445
Q86UZ6	490	513	0.34727591304347827
Q86VK4	210	226	0.260620875
Q86VK4	270	325	0.3141943090909091
Q8N1L9	73	133	0.3269763666666667
Q8N9F0	0	19	0.28661831578947367
Q9BU19	0	35	0.2618072285714286
Q9BU19	63	78	0.3029659333333334
Q9BU19	319	375	0.29764453571428573
Q9BU19	408	462	0.35639157407407407
Q9HCX3	133	209	0.3053351447368421
Q9HCX3	242	293	0.3285846274509804
Q9HCX3	438	517	0.4037843417721519
Q9UJW2	56	74	0.4365632222222222
Q9UJW2	84	159	0.4315258133333333
H3BUK9	0	44	0.3365728409090909
H3BUK9	54	81	0.43151537037037035
O14901	157	204	0.2603752127659575
O14901	220	243	0.2673182608695652
O14901	415	468	0.2657107735849057
O94929	116	164	0.4884550625
O95704	249	273	0.2901759166666667
P22459	615	652	0.27858278378378376
P35913	28	52	0.4391640833333333
P35913	831	853	0.2770796818181818
Q68DI1	255	517	0.5021599885496184
Q8NDY8	31	47	0.3102568125
Q8NEB7	383	404	0.3292220952380952
Q92963	0	16	0.2557506875
Q96CA5	24	39	0.22580046666666667
Q96JB3	433	456	0.2836711739130435
Q96JB3	496	547	0.30406676470588234
Q99988	192	216	0.34649175
Q9BYR5	0	135	0.8591081037037037
Q9BYV6	186	210	0.35675683333333336
Q9WJR5	928	958	0.3818940666666667
O14639	4	23	0.3645037894736842
O14639	59	126	0.4749668208955224
O43597	276	314	0.6757827105263159
P22692	120	147	0.4300060740740741
P98077	72	108	0.3267451666666667
Q5JXM2	0	21	0.30546833333333334
Q5JXM2	86	106	0.23740180000000005
Q75N03	100	119	0.3183082105263158
Q75N03	129	181	0.4088049038461538
Q8N806	133	158	0.3928872
Q8TC27	373	536	0.5704904662576687
Q8TC27	591	662	0.43921139436619716
Q8WYQ9	776	806	0.48730206666666664
Q8WYQ9	897	930	0.292586696969697
Q9H013	349	690	0.5834311290322581
Q9H093	560	627	0.23062253731343285
Q9HBT6	586	606	0.2603364
Q9NQX0	127	173	0.24872156521739128
Q9NQX0	188	219	0.36319061290322585
Q9NQX0	483	591	0.36833708333333337
Q9NVF9	11	48	0.2739475675675676
Q9UN74	725	741	0.2487520625
O43248	5	28	0.22839291304347825
O75564	538	555	0.2291544705882353
P19013	0	23	0.2853152608695652
P26010	465	681	0.7700906481481482
P98168	192	229	0.24241602702702703
P98168	321	377	0.3391085
P98168	429	447	0.3482936111111111
Q147U1	187	240	0.35716105660377356
Q147U1	385	532	0.4322519523809524
Q5T7W0	247	270	0.2889039565217391
Q96N19	325	354	0.3028471034482759
Q96N19	371	416	0.4736236888888889
Q9H9P5	70	161	0.34185013186813185
Q9H9P5	202	329	0.3951656141732284
Q9NYJ7	168	475	0.683565970684039
Q9UBN6	72	191	0.5140277226890756
Q9UGC6	17	49	0.61765084375
Q9UHC7	168	268	0.32448143
Q9UKT9	109	233	0.3419579274193548
O15156	337	388	0.30834560784313725
Q01954	26	65	0.31284020512820515
Q01954	294	316	0.27164113636363635
Q01954	348	401	0.24546537735849056
Q01954	429	452	0.23502665217391303
Q01954	711	764	0.2636669056603773
Q01954	947	972	0.28983724
Q13772	340	377	0.3039687837837838
Q13772	387	431	0.4027697727272727
Q5JVG2	167	190	0.29138365217391304
Q5JVG2	212	237	0.43708916000000003
Q5JVG2	263	302	0.3597186923076923
Q5JVG2	338	426	0.3129145681818182
Q5JVG2	821	848	0.3294707037037037
Q6ZN11	132	202	0.3215427714285714
Q6ZN11	218	297	0.4114923544303798
Q7RTS3	90	129	0.286471
Q8N8U3	447	474	0.371583962962963
Q8NHY6	416	483	0.34480049253731343
Q8NHY6	505	603	0.37977976530612245
Q92800	322	381	0.2905100338983051
Q92800	396	432	0.237651
Q92800	483	613	0.5357230384615385
Q96NS1	0	26	0.46038588461538466
Q9H461	217	268	0.3134267450980392
Q9NRS4	72	101	0.2574698620689655
O75113	531	567	0.3586008333333333
Q15466	0	15	0.4788573333333333
Q15466	32	57	0.413872
Q3B8N5	4	24	0.2665905
Q8IXZ2	662	802	0.44130544285714285
Q8NEG5	514	559	0.2754178888888889
Q8NEG5	591	614	0.2644739130434782
Q8TC21	186	405	0.48199592237442923
Q96JK2	872	893	0.33977609523809527
Q9UJM3	102	155	0.23884503773584906
Q9UM63	23	105	0.39913735365853664
Q9UM63	147	173	0.4545321923076923
Q9UN75	723	741	0.2683535
O15198	175	207	0.25479053125
P01100	313	331	0.2605154444444444
Q02833	95	129	0.2820004705882353
Q02833	141	161	0.28605590000000003
Q15042	500	532	0.2900224375
Q3V5L5	770	787	0.41882811764705885
Q5FWF6	225	299	0.4328133378378379
Q6ICB4	152	183	0.1994617741935484
Q6ICB4	239	258	0.2600498947368421
Q6ZNH5	95	148	0.3837365094339622
Q8N988	136	187	0.3159519411764706
Q96HQ0	250	329	0.36666115189873416
Q96LC7	450	466	0.318156375
Q9BWW7	182	236	0.3167631851851852
Q9BWW7	323	346	0.2416034347826087
Q9NRU3	887	918	0.25806545161290323
O00622	20	173	0.6152395294117647
P0CW18	360	396	0.37795741666666666
P13224	19	41	0.4690689545454545
P54257	0	19	0.3074476842105263
P54257	655	670	0.32249466666666665
Q6ZMY9	169	185	0.3232589375
Q6ZMY9	196	248	0.3579681538461538
Q7L0R7	119	164	0.2928163111111111
Q86TJ5	262	287	0.3030334
Q86TJ5	315	478	0.4156463251533742
Q9Y6U7	307	325	0.32197105555555555
A6NEQ0	431	480	0.26124206122448984
A6NKF1	46	70	0.29737779166666667
P17031	163	235	0.37860879166666667
P17031	249	300	0.35835174509803924
P36551	9	35	0.26355896153846153
Q0WX57	34	61	0.26996114814814814
Q3KNW5	0	20	0.30369870000000004
Q3KNW5	315	339	0.28198829166666667
Q3KNW5	352	376	0.273589
Q5RL73	169	221	0.26492898076923077
Q70EL2	159	189	0.3126617
Q7Z6M1	18	45	0.2261351851851852
Q8N8Z8	55	199	0.35225154166666667
Q8N8Z8	218	692	0.4526747489451477
Q96EG3	104	324	0.4522744727272727
Q96JF6	118	169	0.33548672549019604
Q96JF6	559	613	0.356192037037037
Q96JF6	752	803	0.34942366666666663
Q9H4D5	310	332	0.27514595454545454
A8MUZ8	107	239	0.3843807878787879
O95631	274	489	0.585284311627907
P17032	164	192	0.2427544642857143
P17032	262	313	0.3815413725490196
P17032	457	534	0.4150717142857143
P52798	142	162	0.3361337
Q2L4Q9	282	305	0.3150991304347826
Q2L4Q9	532	552	0.31904335
Q496Y0	405	433	0.35904250000000004
Q6UW56	68	89	0.30698533333333333
Q6ZNE9	509	570	0.5381410983606558
Q7Z3V5	81	176	0.3023130947368421
Q7Z3V5	186	293	0.41427232710280376
Q8N554	157	190	0.285949303030303
Q8N554	223	249	0.2655185384615385
Q8N554	414	481	0.30154498507462685
Q8NC60	130	153	0.32223073913043476
Q8TCV5	17	139	0.6324483606557376
Q96JP5	302	358	0.28040535714285714
Q9NS98	517	556	0.33816479487179485
Q9NS98	724	746	0.3235395
O95620	0	23	0.3467395652173913
P07333	942	971	0.3174041724137931
P21128	18	133	0.5427168260869566
P41143	330	369	0.2600218205128205
Q9BYE2	196	217	0.2957214285714286
B7Z6K7	83	106	0.27027630434782607
B7Z6K7	192	256	0.40834323437500003
O00217	100	118	0.33590533333333333
O00327	229	279	0.25034703999999997
O00327	298	317	0.3040143157894737
P40126	18	70	0.43731657692307696
P40126	96	127	0.37301264516129035
Q15464	44	71	0.29250018518518517
Q15464	99	150	0.3555597450980392
Q15464	193	233	0.25566757500000004
Q8N635	337	362	0.29776352
Q9HCK0	317	368	0.37301950980392157
Q9HCK0	391	420	0.31895406896551726
Q9UL40	57	88	0.32779051612903226
A0A7P0TAN4	222	273	0.33363541176470585
O60260	314	391	0.4686540649350649
P21754	280	336	0.28915194642857145
P28799	15	587	0.6693599562937063
P35414	321	340	0.42023257894736843
P63136	923	953	0.3811750333333333
Q495A1	189	222	0.27169187878787876
Q6GPH4	30	182	0.48291631578947364
Q6ZMV8	108	142	0.2966285
Q6ZMV8	164	272	0.3679214814814815
Q96H40	114	151	0.33034140540540535
Q96H40	285	364	0.3635634303797468
Q96NL8	19	42	0.23294717391304348
Q9Y473	187	208	0.343358
Q9Y473	230	321	0.4383715494505494
Q9Y473	382	433	0.3745689411764706
Q9Y473	466	545	0.4104773924050633
A0A1W2PPM1	128	199	0.21523183098591547
A6NI47	17	81	0.346346421875
A6NI47	91	118	0.4622562962962963
C9JN71	134	185	0.3217791568627451
O14836	23	123	0.43927949
O14836	184	204	0.50337875
O14836	219	292	0.543240904109589
O60711	319	336	0.4897733529411765
P0DPK3	22	257	0.6441254212765958
Q13398	124	149	0.3007686
Q13398	204	226	0.305404
Q13398	304	383	0.4075372911392405
Q13474	0	44	0.25706127272727275
Q14393	97	283	0.5994858440860216
Q8N4W9	222	526	0.4724814769736842
Q92629	270	288	0.31606488888888884
Q96LW9	209	281	0.3132018472222222
Q9BVS4	353	374	0.3087782380952381
Q9H0D6	252	291	0.27396492307692305
Q9UBF6	0	23	0.3875963913043478
A0A0A6YYL3	0	44	0.3365728409090909
A0A0A6YYL3	54	81	0.43151537037037035
O94900	9	41	0.29230990625
O95376	128	143	0.35270073333333335
O95376	223	325	0.4859641176470588
P02765	19	41	0.24630245454545455
P02765	87	109	0.2660753181818182
P02765	129	157	0.2930442857142857
P54753	258	345	0.4935680689655172
Q02643	21	53	0.2659144375
Q5JTZ5	0	15	0.2514766
Q6H8Q1	0	30	0.3436222333333333
Q6H8Q1	117	163	0.44653441304347824
Q6PDB4	173	226	0.3273166981132075
Q6X784	217	235	0.3283678888888889
Q8NCS7	68	83	0.28697786666666664
Q8NDW4	371	564	0.5222617772020725
Q8NFJ8	363	380	0.36412741176470587
Q96HF1	141	188	0.33204874468085105
Q96NN9	56	78	0.2698105909090909
Q9UGI8	33	55	0.347026
Q9UPM6	0	70	0.4330623142857143
Q9Y2Q1	52	83	0.37445816129032256
Q9Y2Q1	105	143	0.47024018421052627
Q9Y2Q1	162	293	0.44837231297709923
Q9Y2Q1	306	360	0.3869450925925926
Q9Y2Q1	422	503	0.37299761728395064
A0A8I5KTY6	91	142	0.32406668627450985
A0A8I5KTY6	203	268	0.37908435384615385
O00213	663	681	0.2418907777777778
O14763	70	189	0.49465278151260506
O15355	484	509	0.31023884
Q17RS7	236	307	0.4513668732394366
Q17RS7	842	899	0.2670640701754386
Q6A163	0	70	0.4170172428571428
Q6A163	392	452	0.43588915
Q6FI81	226	297	0.38574623943661973
Q6NSI1	6	50	0.43388990909090913
Q8N587	215	323	0.3426751388888889
Q8WY36	595	617	0.2678380454545454
Q96MU6	106	151	0.26068502222222223
Q96MU6	172	267	0.32971008421052633
Q9BWX5	178	276	0.3254696020408163
Q9NZL4	337	357	0.2940971
Q9UBT6	608	709	0.27411980198019803
Q9Y2I2	298	528	0.5603610826086957
O95886	428	449	0.29192071428571426
O95886	464	526	0.2134142580645161
O95965	27	493	0.6893389699570815
P81408	212	232	0.32387505
P81408	300	319	0.29401894736842105
P81408	373	389	0.2839395625
P81408	520	542	0.26134936363636363
Q15785	56	73	0.31561147058823524
Q5H913	264	289	0.25839896
Q6ZMZ0	108	176	0.44789664705882354
Q6ZMZ0	636	656	0.29942905
Q6ZN55	300	350	0.29752132
Q6ZN55	383	405	0.36145763636363637
Q6ZN55	457	509	0.3235720576923077
Q6ZN55	729	780	0.34508178431372555
Q86U70	0	19	0.3815837368421053
Q86Y25	207	258	0.35407435294117645
Q86Y25	403	482	0.4081520379746835
Q969T3	294	310	0.2480345625
Q99661	246	269	0.2498881304347826
Q9BZR6	28	51	0.3114774347826087
Q9BZR6	324	345	0.31665371428571426
Q9H609	18	48	0.35715626666666667
Q9H609	103	157	0.33556427777777775
O14649	350	372	0.29652454545454543
O43609	280	318	0.6080065526315789
P10074	185	209	0.2822155
P10074	282	364	0.4152059268292683
P17014	260	444	0.4823974130434782
P17014	455	551	0.41192596875000004
P17014	624	640	0.40754275
P46092	323	358	0.2719352571428571
Q08AE8	614	629	0.4529977333333334
Q13516	282	307	0.3590666
Q86W56	230	256	0.35470215384615383
Q8IWL2	9	35	0.2871011153846154
Q8TBC5	432	455	0.24896317391304348
Q969W9	11	30	0.3267338947368421
Q9BXR3	925	955	0.37932483333333333
Q9H2Y9	22	72	0.25668416
Q9NS73	177	197	0.26313695
Q9Y5F7	719	742	0.3765986086956522
A6NDE4	433	459	0.2874935769230769
O43309	237	316	0.3734173164556962
P00747	140	361	0.3965795610859728
P0DXC3	343	364	0.35710419047619046
P22079	121	144	0.28597517391304345
P32239	400	418	0.47932716666666664
P80370	21	253	0.7097201551724138
Q6UXH9	32	87	0.49281356363636364
Q6UXH9	255	289	0.3869401470588235
Q7Z3F1	581	647	0.35017298484848486
Q8IWY8	669	720	0.3437929803921569
Q8N2W9	389	424	0.2508962857142857
Q8WXH6	250	276	0.48236415384615383
Q96N77	242	357	0.36840425217391304
Q9BYQ7	0	145	0.8957970275862069
Q9UHR6	0	66	0.4510851212121212
A6NKU9	112	136	0.27495583333333334
A6NKU9	185	209	0.276445
A6NKU9	258	282	0.276445
O43610	109	172	0.41757044444444447
P01732	208	226	0.38016966666666663
P0CG32	338	367	0.29412762068965514
P22681	711	738	0.2858617407407407
P35368	361	379	0.27234677777777777
P36941	28	219	0.5335198115183246
P54278	201	225	0.24017475
P54687	0	17	0.3791856470588235
Q6NUI2	0	18	0.27127799999999996
Q8NI29	79	118	0.30047146153846155
Q9BYQ9	0	184	0.8397561032608695
A2RUB6	85	113	0.28567775
D6RJB6	34	61	0.27218018518518516
O43435	357	397	0.32882172499999995
P09958	576	684	0.43394582407407406
Q13137	386	426	0.441963025
Q1X8D7	563	583	0.26782659999999997
Q7Z6J0	82	116	0.2857549705882353
Q8NAP8	159	209	0.32121706000000005
Q8NAP8	360	435	0.3278026666666667
Q96NL3	170	271	0.3315854356435643
Q96NL3	330	411	0.40153002469135807
Q9BR26	498	527	0.26007310344827583
Q9BTN0	14	40	0.3628521153846154
Q9BYQ4	0	173	0.8398067225433526
Q9P107	494	525	0.38412112903225804
Q9Y215	364	450	0.44516466279069766
Q9Y6Q2	126	145	0.23303394736842106
G5E9R7	0	232	0.6550761336206897
Q07021	54	78	0.43813708333333334
Q86Y33	179	199	0.2812462
Q8TB22	759	785	0.31285999999999997
Q8WZ73	4	97	0.43154983870967745
Q92832	214	231	0.425711
Q92832	256	809	0.6220501139240506
Q96GX5	306	338	0.2294041875
Q96GX5	444	485	0.2540440487804878
Q96GX5	523	564	0.24426641463414633
Q9HCU0	159	174	0.33913906666666666
Q9HCU0	195	359	0.6209237926829269
Q9UND3	324	345	0.33700361904761905
O00292	240	269	0.26787820689655173
O95263	86	115	0.33039717241379307
O95571	236	253	0.22170194117647057
P04070	92	126	0.450069
P48060	182	207	0.37954743999999996
Q14574	660	680	0.32452955
Q14574	735	823	0.26903147727272725
Q16549	692	713	0.2635420952380952
Q16549	758	784	0.2823115384615385
Q6P3X8	559	587	0.4948495714285714
Q8WXD0	109	129	0.42671555000000005
Q96GX9	0	28	0.5604814285714286
Q96I82	42	177	0.5179412296296296
Q9H4F8	32	167	0.41830385185185187
P78549	283	301	0.369432
Q13461	229	249	0.27274745
Q53RE8	0	22	0.5106882272727273
Q5TA31	86	117	0.3452034838709677
Q6NUN9	501	552	0.42345970588235293
Q8NAM6	287	382	0.3495073052631579
Q8NEA9	33	68	0.3431046
Q8TF50	99	154	0.27135298181818185
Q8TF50	191	215	0.3874744583333333
Q8TF50	296	346	0.36427706
Q8TF50	436	486	0.34863204
Q92581	586	606	0.25877855
Q96EV8	131	151	0.2617758
Q9ULJ1	458	502	0.3768965681818182
Q9ULJ1	513	539	0.2684471538461538
Q9Y6X2	390	427	0.29592027027027024
A8MXQ7	300	358	0.22328458620689653
O60294	468	484	0.2684654375
P62745	178	195	0.3535341764705882
Q86UD7	232	249	0.3315048235294118
Q86UQ0	239	290	0.30285045098039215
Q8IXS0	488	507	0.32766184210526317
Q8IZ26	242	322	0.3772398625
Q8NEP9	103	129	0.2535821923076923
Q8NEP9	163	242	0.380216164556962
Q8TCN5	146	169	0.3227924347826087
Q8TCN5	182	210	0.3107385714285714
Q8TCN5	632	717	0.3673905411764706
Q8TCN5	734	804	0.3474924142857143
Q8TF66	21	39	0.37933594444444446
Q8TF66	558	580	0.38902004545454544
Q9H2S5	77	147	0.37724225714285714
Q9HBQ8	34	105	0.30737756338028166
Q9HBQ8	126	143	0.32053923529411765
Q9Y4K3	0	37	0.562245945945946
Q9Y4K3	127	211	0.4560605714285715
A6NFA0	38	58	0.47189815
A6NK02	46	69	0.45855026086956524
Q5VTL7	403	426	0.346616
Q5VTL7	444	468	0.27370941666666665
Q5VTL7	489	523	0.3530423235294118
Q5VTL7	533	552	0.35026399999999996
Q5VTL7	574	595	0.40614999999999996
Q86UD3	0	39	0.38216633333333333
Q8IXT1	954	993	0.3310936153846154
Q8TD94	109	148	0.26568151282051283
Q8TD94	186	241	0.28655827272727274
Q92785	200	223	0.27211717391304346
Q92785	261	374	0.5061271061946903
Q9BTT6	414	435	0.28306990476190474
Q9H0F5	202	238	0.2784451111111111
Q9H0F5	452	467	0.36795046666666664
Q9UJU3	185	245	0.3213009333333333
Q9UJU3	280	304	0.34124441666666666
Q9UJU3	320	352	0.3544130625
Q9UJU3	516	567	0.3575693137254902
A2A3K4	47	67	0.3041526
O15488	301	340	0.2761271282051282
P21291	0	132	0.33203737878787876
P30307	426	456	0.2770797333333333
Q14520	47	218	0.5542378888888889
Q58G82	15	44	0.2861680689655172
Q5T0B9	218	269	0.2960672156862745
Q6ZTB9	20	186	0.4110506626506024
Q7Z3I7	109	426	0.42540958990536276
Q86UN3	31	46	0.3844413333333333
Q8N474	160	197	0.36331775675675676
Q8NCL9	23	39	0.2701951875
Q8WX77	22	160	0.5642731666666667
Q96H79	189	216	0.38771359259259264
Q96H79	283	299	0.3769681875
Q96PQ7	172	196	0.270143625
Q9BYQ2	0	153	0.8273933398692811
Q9BZ11	349	689	0.5677767
Q9BZ11	720	754	0.47179135294117647
