Accession_number	Start	End	Predicted_score
Q6S9Z5	276	315	0.31641456410256413
Q8TDY4	340	389	0.2346062448979592
Q8TDY4	430	459	0.3616741379310345
Q96BW5	25	47	0.364446
Q9UBS8	310	331	0.530450619047619
Q9UBS8	393	419	0.6063510384615385
C9JVI0	101	135	0.35516523529411764
D6RBQ6	101	135	0.35516523529411764
O15079	287	317	0.22826726666666666
P07327	87	135	0.3116865208333333
P0DPI3	190	234	0.26967470454545456
Q5VW22	579	607	0.35237878571428566
Q86VQ1	349	390	0.31552656097560977
Q96CS7	42	91	0.26802626530612245
Q9H8J5	52	72	0.4219073
Q9NRQ2	184	214	0.47897389999999995
Q9NRR2	187	230	0.2859690465116279
A0A1B0GTH6	465	507	0.3291192619047619
O00548	37	57	0.45537409999999995
O00755	121	148	0.3812858148148148
O00755	189	220	0.3899058387096774
O00755	267	348	0.4696635925925926
O43526	809	858	0.243346
O43866	27	76	0.2825722857142857
P10600	342	357	0.31906593333333333
P57682	311	334	0.3200581739130435
Q15139	285	329	0.3899854090909091
Q15910	275	333	0.2611535
Q86XK2	383	411	0.3868077857142857
Q86XK2	847	926	0.3619878987341772
Q8IU81	491	560	0.40169827536231884
Q96GW7	639	688	0.4053012653061224
Q96GW7	849	880	0.23914632258064514
Q9BYD5	0	83	0.4169413975903614
Q9UBX7	171	247	0.30216374999999995
A0A3B3IT33	84	102	0.31343227777777777
A0A3B3IT33	112	136	0.360212375
A0AAG2UYG2	36	72	0.2728772222222222
A8MUK1	101	135	0.35540849999999996
Q01973	232	255	0.42137534782608693
Q01973	275	379	0.2749472307692308
Q15661	207	232	0.28324839999999996
Q16671	67	125	0.3978795172413793
Q7RTY5	204	225	0.2849482857142857
Q96T88	291	372	0.4606057777777777
O75326	489	510	0.3802377142857143
O75326	572	599	0.30927159259259257
O76096	97	113	0.28767825
P15289	150	177	0.3264432592592592
P15289	477	506	0.6875496551724137
Q16515	311	348	0.3595628918918919
Q7Z4I7	114	140	0.46924699999999997
Q7Z4I7	156	210	0.4379875185185185
Q9HBH9	237	253	0.2509575625
Q9HBH9	297	323	0.3891190769230769
Q9NQZ6	179	212	0.36857572727272725
A0A0J9YWL9	948	987	0.3684633333333333
Q15283	724	750	0.33370526923076926
Q3YBR2	224	245	0.3281835714285714
Q6IPT4	17	36	0.42823799999999995
Q8N8U9	490	506	0.31349543750000003
Q8N8U9	578	684	0.5741510943396226
Q9BZR9	29	71	0.4320209523809524
Q9Y5L4	35	72	0.2706561891891892
C9JJH3	105	131	0.3631861538461539
O95868	18	104	0.39295030232558137
P01178	20	124	0.6680942980769231
P51693	73	218	0.3022165379310345
Q8WWW0	113	179	0.41526410606060604
Q93052	405	439	0.44291467647058824
Q93052	466	491	0.41706576
Q93052	531	548	0.46164070588235295
Q93052	566	592	0.510521576923077
Q93084	593	612	0.267457
Q9BY15	94	126	0.3292475625
Q9P055	29	47	0.41316200000000003
O14867	546	590	0.2525302272727273
O43189	84	135	0.41315845098039217
P05160	61	94	0.3132896363636363
P05160	116	162	0.32142704347826084
P05160	257	345	0.3191649545454545
P05160	363	405	0.3551765
P05160	429	463	0.3259838529411765
P14210	429	484	0.29866780000000004
P14210	642	678	0.26541769444444446
P31276	35	78	0.29206872093023256
P31276	131	154	0.25252086956521735
P35030	242	267	0.28511824
P43694	206	244	0.2826523157894737
P43694	260	304	0.3072962727272727
Q15057	396	421	0.3735472
Q7Z2T5	502	522	0.26664705
Q7Z5L0	158	183	0.29441048
Q8WTU2	116	144	0.28682110714285713
Q8WTU2	214	232	0.3182531666666667
Q8WTU2	252	297	0.31259355555555557
Q8WTU2	342	452	0.2995286636363636
Q8WTU2	469	490	0.28109428571428574
Q8WTU2	504	525	0.38035471428571427
Q8WTU2	547	574	0.41117785185185185
Q9BX93	64	123	0.3320170338983051
Q9BX93	179	194	0.487309
Q9ULV1	35	54	0.2848071052631579
O43240	154	184	0.2550294666666667
O43240	213	235	0.38670295454545456
O76015	131	154	0.29426839130434784
O76015	304	358	0.334168037037037
O76031	94	122	0.32446728571428574
P01730	434	457	0.3688632173913043
P0C7I0	101	131	0.4117105
P0C7I0	243	263	0.29036625000000005
P0DV74	36	72	0.27111230555555554
P56277	0	67	0.5188772388059701
Q7Z434	34	50	0.2335909375
Q96HD1	35	58	0.2779970434782609
Q96HD1	87	108	0.31245685714285715
Q9BU40	69	187	0.5392586949152542
Q9BU40	245	342	0.38756287628865976
Q9C086	309	343	0.42061126470588234
Q9HC78	569	586	0.30388758823529416
Q9HC78	630	648	0.32488788888888886
A3QJZ6	452	473	0.39621142857142855
A6NKQ9	50	169	0.37581499159663867
O60381	322	343	0.2910623333333333
P02787	182	197	0.5047384666666667
P02787	426	446	0.2828111
P02787	496	532	0.3707717222222222
P02787	571	633	0.2666933064516129
P10589	75	155	0.46108279999999996
P54764	355	389	0.4178500588235294
Q1RN00	82	140	0.2997911551724138
Q5T2Q4	0	36	0.4677159722222222
Q5TA81	0	109	0.9410933944954127
Q8IWU6	664	686	0.3188680909090909
Q8IWU6	728	754	0.2758896538461538
Q96K80	129	163	0.333575
Q9BYQ8	0	209	0.8737539090909091
Q9NS68	128	158	0.5194971666666667
Q9UHF5	110	172	0.31274483870967745
Q9UK28	85	133	0.3494917083333333
Q9UNK4	48	74	0.5419443846153846
Q9UNK4	95	111	0.452560375
Q9Y210	245	267	0.329235
P28702	180	274	0.39887603191489357
P50579	215	240	0.26417652
Q2VIR3	90	114	0.2920345833333333
Q30KQ8	43	96	0.44786941509433964
Q53GT1	505	532	0.2696837037037037
Q6NZ36	132	179	0.24219631914893616
Q6URK8	49	75	0.29269
Q6ZUB0	116	134	0.27768672222222224
Q7Z4Q2	46	68	0.28063168181818177
Q86UZ6	424	460	0.3232191388888889
Q96GX1	160	195	0.49399791428571427
Q9GZZ6	377	394	0.402857705882353
Q9UJW2	265	284	0.3332210526315789
Q9UJW2	305	355	0.23564584
A0A096LP55	26	79	0.22799360377358488
O94929	0	49	0.4248209387755102
O94929	212	248	0.41001944444444444
P43652	76	114	0.27063347368421053
P43652	189	204	0.3885490666666667
P43652	268	322	0.35635857407407406
P43652	379	402	0.39473091304347824
P43652	484	502	0.3698823333333333
P43652	580	598	0.4030527222222222
P81274	499	519	0.28949070000000005
Q10472	515	548	0.218925
Q8N9V2	43	65	0.31135427272727273
Q8NDY8	77	107	0.26849756666666663
Q8NEB7	57	77	0.24485259999999998
Q96CA5	272	287	0.43981126666666664
Q96HI0	188	209	0.3794998571428571
Q99988	235	283	0.3082230833333333
Q9BYV6	64	88	0.36589958333333333
Q9BYV6	113	138	0.40918112
Q9H158	710	743	0.3411204545454546
O14639	148	239	0.484259
O14639	256	280	0.38694229166666666
O14639	290	323	0.42249569696969697
O15541	272	308	0.39532930555555557
O43597	160	255	0.5563144210526316
P04733	0	60	0.7911083333333334
P09093	204	228	0.2864090833333333
P22692	11	109	0.5668145408163265
P22692	193	257	0.355825046875
Q6X4U4	64	102	0.27767586842105263
Q6X4U4	123	174	0.2879587254901961
Q8N806	24	80	0.4538904107142857
Q8N806	99	120	0.36180761904761904
Q8TC27	332	358	0.42077950000000003
Q8TC27	550	566	0.378795625
Q9NP50	9	28	0.3382471578947368
Q9NP50	187	205	0.26932372222222223
P00325	87	138	0.31662433333333334
P26010	34	100	0.31873062121212126
P51689	486	512	0.36279923076923076
P51689	577	592	0.6047026666666666
P78334	400	443	0.3584478139534884
P98168	291	308	0.34305811764705885
P98168	471	496	0.34172392
Q17RN3	89	107	0.2429283333333333
Q5VZB9	63	135	0.39404541666666665
Q96EG1	166	191	0.32144192
Q96EG1	501	524	0.4425293913043479
Q9BRQ0	319	381	0.3396257741935484
Q9BWF3	151	174	0.2952803043478261
Q9H9P5	25	46	0.35760090476190476
Q9H9P5	628	679	0.483915568627451
Q9UHC7	50	85	0.2776162285714286
Q9UHC7	98	113	0.27510786666666665
Q9Y282	131	167	0.372535
O94806	286	330	0.3813055681818182
P81172	62	83	0.5376789523809523
Q0P6D6	885	908	0.36651169565217395
Q15560	250	298	0.3906168125
Q8WXE1	385	408	0.2103816956521739
Q8WXE1	758	790	0.30219390625000003
Q96GL9	51	107	0.448402625
Q9C040	49	70	0.38580542857142863
Q9C040	107	150	0.39204525581395344
Q9H461	96	157	0.3624022131147541
Q9H461	558	575	0.29760629411764705
Q9P1T7	148	170	0.4318213636363637
Q9P1T7	189	245	0.6897801785714286
A6NL88	96	137	0.40262285365853656
P47944	0	61	0.8230883114754098
P56705	125	152	0.36603199999999997
P56705	195	229	0.37992935294117647
P56705	269	323	0.44147237037037035
Q01974	236	346	0.3357175363636363
Q8N812	101	122	0.34241280952380954
Q8NEG5	223	245	0.4188388181818182
Q8TE54	530	569	0.3217953846153846
Q9BXR0	306	329	0.32256804347826085
A0A2R8Y4M4	16	77	0.3804857868852459
O00253	76	110	0.5087987941176471
P09544	124	151	0.3529357777777778
P09544	195	215	0.36146860000000003
P09544	278	357	0.4456077848101266
P34096	83	146	0.35164028571428574
P49862	126	242	0.28721360344827584
Q01151	15	38	0.2767771304347826
Q01151	89	114	0.24200671999999998
Q02833	54	82	0.27500617857142856
Q3V5L5	726	749	0.2687257826086956
Q6ZWE6	704	732	0.42730746428571426
Q969H9	17	58	0.28843075609756097
Q96HQ0	194	239	0.3139363111111111
O00622	218	361	0.4454385944055944
O15165	26	56	0.37816383333333337
P04003	154	184	0.33799500000000005
P04003	218	248	0.3181892333333333
P04003	273	308	0.37097040000000003
P04003	321	434	0.371638796460177
P04003	468	567	0.2865939292929293
P0CW18	202	234	0.21730337500000002
P0CW18	245	322	0.26328055844155845
P56373	105	132	0.2841964444444444
Q14831	512	578	0.40016453030303034
Q15650	160	217	0.3661565614035088
Q7L0R7	403	429	0.33349342307692303
Q8NF86	139	168	0.23448279310344827
Q8NF86	209	239	0.2925575
Q96KX2	44	60	0.3605423125
Q9BYJ0	32	126	0.2604032765957447
Q9GZT5	146	168	0.33512859090909086
Q9GZT5	251	285	0.3628474705882353
Q9GZT5	327	401	0.4846253243243243
A2RUT3	38	55	0.2687974705882353
A8MUP6	34	61	0.2702245925925926
O14905	44	75	0.24605470967741935
O14905	129	156	0.3932908148148148
O14905	199	232	0.3637714848484848
O14905	280	325	0.4566352888888889
O15547	127	162	0.2681327714285714
O60243	105	131	0.36829180769230774
O60243	202	232	0.2613472
P51460	104	130	0.4465878846153846
P62736	0	21	0.2776565238095238
Q0WX57	101	135	0.3553990294117647
Q6ZVC0	698	724	0.25510053846153846
Q6ZVC0	777	813	0.3028223888888889
Q70EL2	88	110	0.321382
Q70EL2	635	653	0.2638105
Q9H4D5	271	291	0.25973919999999995
D6RGX4	36	72	0.30569605555555557
O94769	106	166	0.4676417333333333
O95631	30	103	0.32087956164383563
P02679	154	174	0.21654049999999997
P08833	23	113	0.46434392222222226
P08833	195	227	0.255461625
P58215	104	153	0.25756608163265304
P58215	259	290	0.2610985806451613
P58215	365	415	0.27093366
P58215	485	521	0.28933013888888887
P58215	629	655	0.32600903846153845
P58215	702	721	0.31312578947368425
Q2L4Q9	184	234	0.32928648000000005
Q496Y0	174	192	0.37148933333333334
Q496Y0	465	515	0.46958096
Q5T871	8	97	0.9108065280898876
Q6UW56	146	186	0.47224055
Q7Z3D6	141	191	0.3277964
Q7Z3D6	234	274	0.234552025
Q8N554	68	91	0.30776195652173916
Q96JP5	391	418	0.36217718518518516
Q96QU4	84	127	0.31901802325581397
Q9H8W4	147	233	0.3552590930232558
A8MVM7	387	423	0.21956325
O75473	26	49	0.34527491304347824
P21128	157	188	0.25853809677419354
P21912	85	118	0.3293734242424242
P21912	241	262	0.3525887142857143
Q7Z5A4	250	273	0.33979739130434783
Q8IV63	0	31	0.29276090322580645
Q8NF67	10	44	0.23820829411764705
Q8WV99	0	71	0.5242084084507043
Q9BYE2	494	519	0.28645556
A6NGY1	85	128	0.33178402325581396
O75925	197	237	0.25823117500000003
P01225	89	128	0.4844608974358975
Q6PEX3	0	91	0.5482877582417582
Q6PEX3	107	209	0.4534067352941176
Q6ZSJ9	127	151	0.33529479166666665
Q96AX9	84	102	0.3607835555555556
Q96AX9	844	875	0.4742717419354839
Q96AX9	919	944	0.5146723999999999
Q9C035	29	67	0.4379585263157894
Q9H772	70	86	0.2357365625
Q9H772	127	166	0.34279551282051285
Q9HCK0	264	286	0.2956046363636364
Q9UKR8	169	196	0.2833019259259259
Q9UL40	124	148	0.39338566666666663
Q9UL40	176	199	0.26361465217391306
Q9Y5X4	36	117	0.40984935802469136
A0A1B0GTH9	73	107	0.28217600000000004
O43567	263	290	0.3233781111111111
O60260	139	216	0.41617303896103897
O60260	406	451	0.638831
P42677	54	83	0.42407444827586205
Q06587	45	96	0.3440577450980392
Q5T753	0	117	0.9530955811965811
Q6GPH4	0	18	0.4701262222222222
Q6GPH4	256	279	0.2653272608695652
Q6ZVZ8	249	285	0.2936249722222222
Q96FT7	279	305	0.25908692307692305
Q96FT7	320	377	0.41051205263157897
Q96H40	201	224	0.39941934782608696
Q96H40	257	274	0.3298314705882353
O60711	141	191	0.29856602
Q13398	248	289	0.4690996829268293
Q14393	54	79	0.36925072
Q5VUB5	795	815	0.26230655
Q6ZMV5	484	502	0.24730905555555557
Q9H0D6	217	236	0.31108273684210525
Q9H2A7	29	49	0.301414
Q9NRA1	280	305	0.54279828
Q9NRA1	320	344	0.5482590833333333
Q9UBF6	48	80	0.4724641875
Q9Y2J0	87	144	0.3940432105263158
Q9Y2X0	779	847	0.3648203088235294
Q9Y5R6	65	114	0.40555426530612243
Q9Y5R6	146	171	0.31049508
O95388	30	107	0.5773433246753247
O95388	120	200	0.529227525
O95388	213	264	0.4386707254901961
P00995	21	78	0.38180292982456143
P02765	197	239	0.22807866666666668
P13497	545	600	0.39894496363636367
P13497	696	756	0.41070464999999995
P54753	366	401	0.3824338
Q6X784	275	335	0.4250014666666667
Q9H334	297	322	0.28315587999999997
Q9UGI8	225	248	0.428479
Q9UGI8	290	312	0.48228672727272726
Q9UGI8	351	372	0.42595114285714286
Q9UP79	407	521	0.4154663157894737
Q9UP79	612	631	0.3598308947368421
Q9UP79	647	697	0.41910882
Q9UP79	842	888	0.35808067391304343
A0A8I5KTY6	35	58	0.34426160869565214
E9PI22	207	223	0.27131700000000003
P04628	136	169	0.33705251515151513
P04628	207	238	0.40476796774193546
P04628	267	369	0.4844736470588235
P22531	0	71	0.9666391971830985
P55056	111	126	0.2876452666666667
Q13133	87	176	0.40451746067415734
Q7LDG7	528	557	0.4181869655172413
Q86UU5	581	607	0.3934425384615385
Q8N587	440	463	0.34276391304347825
Q96MU6	696	728	0.395817875
Q9NR71	358	385	0.31084496296296293
Q9Y2I2	69	101	0.29125209375
O00287	130	165	0.2467257142857143
O60941	264	279	0.39692973333333337
P07919	26	79	0.304628037735849
P10275	256	299	0.224833511627907
P10275	549	575	0.3928826923076923
P10275	588	628	0.40456827500000003
P81408	138	163	0.37948588
P81534	42	66	0.5625462916666667
Q01201	194	233	0.23618653846153842
Q13939	561	577	0.4225528125
Q5H913	154	173	0.3046524736842105
Q6B9Z1	35	57	0.43168954545454546
Q6B9Z1	88	122	0.3352015
Q6UWE0	686	718	0.579100875
Q6ZMZ0	192	310	0.4297951186440678
Q9UHD1	0	45	0.3452904
Q9UHD1	146	173	0.29399162962962966
O43609	170	259	0.6126818651685393
O75603	70	132	0.31061348387096777
P07288	193	241	0.24100839583333333
P17014	568	610	0.5193597857142856
P17014	652	678	0.38726657692307687
Q08AE8	55	74	0.28009252631578946
Q5JNZ5	12	35	0.3972323043478261
Q5JNZ5	77	101	0.2795181666666667
Q6P988	407	458	0.2893952745098039
Q86W47	109	128	0.2973971052631579
Q8NBP7	461	571	0.3348514909090909
Q9H0A6	157	175	0.33584966666666666
Q9H2Y9	544	565	0.40343661904761907
A0AAG2TU59	23	40	0.28176564705882357
K9M1U5	60	82	0.22089213636363636
P00747	41	81	0.283580275
P00747	742	765	0.2870196086956522
Q03403	19	101	0.5431321219512195
Q17RY6	32	59	0.4308826666666667
Q6UXH9	319	355	0.3557687777777778
Q6ZVN7	93	127	0.46970105882352936
Q7Z6J4	456	489	0.3507559696969697
Q9UDY6	5	69	0.490131375
Q9UDY6	88	109	0.29415633333333335
Q9UHJ3	597	636	0.3750207948717949
O43506	410	548	0.5160963913043478
O43610	191	218	0.6340443703703704
O43610	240	287	0.5303081063829788
O75317	223	242	0.30891694736842107
P22681	373	430	0.4448862807017544
P34130	134	168	0.223128
Q02156	213	229	0.3179843125
Q02156	272	301	0.4292511379310345
Q7Z6J8	41	61	0.2165102
Q7Z6J8	95	113	0.3789267222222222
Q7Z6J8	182	204	0.3940327272727273
Q9UKP3	0	74	0.41711104054054055
Q9UKP3	138	184	0.2978189565217391
Q9UKR0	122	150	0.28303353571428574
Q9UKR0	174	207	0.3527569090909091
D6RJB6	101	135	0.35516523529411764
O60383	375	395	0.26968015
P0DN87	22	53	0.3772613548387097
P0DN87	81	139	0.42920746551724137
Q5SW24	126	152	0.2592002692307692
Q7Z6J0	16	60	0.39960863636363636
Q8IUG1	0	166	0.7866587168674699
Q8WYQ3	92	127	0.2687199142857143
Q96MH7	170	232	0.21072398387096775
E9PGG2	63	86	0.2756493043478261
Q5TA82	0	109	0.9641999541284404
Q8WY41	234	274	0.3355546
Q8WZ73	325	349	0.49739737500000003
Q92876	120	233	0.301929575221239
Q9BUN1	200	222	0.2901748181818182
Q9BUN1	237	283	0.4409337391304348
Q9HCU0	115	146	0.3150835483870968
Q9ULX3	276	294	0.2829250555555556
O00292	340	362	0.36264286363636367
O15303	507	536	0.37860406896551724
O15303	548	578	0.324295
O60477	253	281	0.48645025
O60477	412	434	0.4441456363636363
O60477	451	470	0.3032603157894737
O95263	0	25	0.26010511999999997
O95263	745	766	0.2804507142857143
P04070	147	192	0.37090133333333336
P22736	256	325	0.42963523188405794
P56703	128	160	0.36549253125
P56703	195	222	0.3701768148148148
P56703	273	336	0.48312874603174605
Q14574	855	876	0.3743004761904762
Q658T7	36	72	0.27744877777777777
Q8NB12	60	87	0.3574218518518518
Q8TDF5	315	335	0.27560675
Q8WXD0	59	82	0.4539581304347826
Q9H4F8	240	278	0.2939313947368421
Q9NRG9	321	340	0.24564894736842105
Q9UBS5	129	166	0.24904483783783782
Q9UEW3	487	519	0.33201946875
O95628	3	28	0.38872507999999995
O95628	38	65	0.36879296296296293
Q15637	271	291	0.26763315000000004
Q53RE8	80	105	0.30054868
Q5TA31	0	65	0.5071719538461539
Q6NUN9	444	484	0.331648025
Q6UWN5	70	224	0.39301481818181816
Q86YD7	36	72	0.27712255555555554
Q8N9V3	92	112	0.3373709
Q8NBI3	263	348	0.4699655647058824
Q8TC41	338	361	0.4274931739130435
Q8TC41	412	450	0.5395622894736842
Q8TE02	124	140	0.258638625
Q92994	0	26	0.3567028076923077
Q9C0B6	287	316	0.4600271724137931
Q9C0B6	434	490	0.5223655357142857
P49765	61	98	0.41270045945945943
Q3ZCQ2	128	152	0.28132016666666665
Q49A92	513	537	0.284405625
Q8IZ26	186	209	0.31591808695652174
Q9BXJ7	194	255	0.39596259016393437
Q9H714	315	333	0.33482283333333335
Q9H714	623	651	0.4413139642857143
Q9Y4K3	59	114	0.39883185454545456
Q9Y4K3	223	259	0.3826569722222222
A6NK02	86	128	0.3731622857142857
O76095	60	94	0.3925040294117647
P41235	49	129	0.3466953625
Q6UXU4	30	61	0.2837211935483871
Q7Z699	324	395	0.4898994788732394
Q7Z699	420	443	0.6758569565217392
Q86UA6	157	196	0.31110366666666667
Q86UD3	60	100	0.40919357500000003
Q8N4S0	411	431	0.33815135
Q96FE7	59	110	0.24680329411764704
Q96P64	585	607	0.31151663636363636
Q9H0F5	486	512	0.36493284615384614
Q9Y4K0	384	433	0.2748848163265306
Q9Y4K0	503	545	0.2887361666666666
Q9Y4K0	572	588	0.30279325
Q9Y4K0	650	677	0.32324970370370365
Q9Y4X4	308	333	0.26548408
Q9Y4X4	368	391	0.32584526086956517
P55000	21	80	0.4482756779661017
Q0P670	78	148	0.26644404285714285
Q14520	235	258	0.3232414782608696
Q14520	482	515	0.30941003030303027
Q86T75	198	227	0.30807568965517246
Q8N474	248	267	0.2857822105263158
Q96H79	92	134	0.44442728571428575
Q9Y678	720	744	0.26249875
A6NGJ6	31	64	0.5613165151515151
A6NGJ6	79	135	0.3445939285714286
A6NJQ4	36	72	0.2722736388888889
O14511	427	455	0.3284314285714286
O75312	40	55	0.3139098
P18084	50	82	0.2722880625
Q494X3	208	229	0.4194650476190476
Q6UWN0	131	159	0.4177989285714286
Q86UK7	14	55	0.42639719512195123
Q86UK7	238	256	0.2745384444444444
Q86UK7	853	879	0.3210948846153846
Q96LW1	205	228	0.3347631304347826
Q96QV1	105	124	0.369926947368421
Q9BQI7	384	404	0.27335175
Q9GZT9	10	67	0.4601433157894737
Q9H270	844	869	0.32825780000000004
P46063	467	486	0.39492315789473686
P51124	192	213	0.2892917619047619
P62854	12	38	0.3463368076923077
Q8NCL4	586	619	0.2533213939393939
Q96JK4	748	781	0.3573591515151515
Q9NSJ1	382	427	0.42018635555555556
A6NDI0	113	136	0.353807652173913
A8MWA6	36	72	0.27348252777777776
O00744	71	103	0.23150993749999998
O00744	138	155	0.304844
O00744	236	270	0.3833510294117647
O00744	307	362	0.4735894909090909
P0DV73	36	72	0.27111230555555554
P56706	119	146	0.3784249259259259
P56706	189	222	0.3843210909090909
P56706	267	319	0.4920439807692307
P56706	331	348	0.47989064705882356
P59025	180	195	0.2663882666666667
Q13434	394	415	0.2766675238095238
Q66K41	212	235	0.3104847391304348
Q66K41	281	304	0.27515791304347825
Q8IXL7	124	167	0.23232893023255813
Q8IY33	177	247	0.35200335714285713
Q9H2X3	357	379	0.25300340909090907
Q9NRC8	214	237	0.277188
C9J2P7	101	135	0.35516523529411764
O00187	137	161	0.4320840416666667
O00187	344	375	0.2761480322580645
O94941	472	536	0.396274921875
P00326	87	135	0.315663875
P13349	6	29	0.23257152173913043
P13349	56	84	0.36343985714285715
P13349	142	174	0.3054880625
P23942	210	231	0.2704209523809524
Q14416	490	511	0.34167257142857144
Q6PH81	5	41	0.39016055555555557
Q6UX71	321	380	0.3057580677966102
Q8IYX7	0	32	0.4959145
Q8IYX7	302	336	0.27606570588235296
Q9H4W6	149	179	0.3920966
Q9UBT2	150	170	0.26516435
Q9UBZ4	461	514	0.23362390566037736
P08253	275	344	0.27157047826086955
Q14541	0	81	0.4555484197530864
Q5VUR7	90	108	0.2837951111111111
Q6P9F5	0	83	0.5032153855421687
Q7Z5Q5	254	271	0.2737500588235294
Q86TJ2	21	42	0.3850330476190476
Q96PM5	0	81	0.5553471604938272
Q96PM5	211	239	0.39941103571428577
Q96S42	274	289	0.3099868
Q96S42	304	320	0.288121875
Q9BUB5	208	265	0.23776529824561402
Q9BUB5	303	323	0.33523795
Q9H1C7	68	96	0.4607388214285714
Q9H1J5	106	130	0.34252704166666664
Q9H1J5	169	189	0.3685957
Q9H1J5	260	350	0.4479871333333334
Q9Y6I4	0	90	0.41725703333333336
Q9Y6I4	351	369	0.29467338888888883
A2CJ06	217	234	0.3454773529411765
A6NLI5	81	134	0.35801516981132075
O43900	135	155	0.27414265000000004
O95294	670	713	0.24401004651162791
P0C8F1	66	86	0.4240925
P35052	19	34	0.27831866666666666
P35052	52	77	0.29845924
P35052	261	278	0.3845607058823529
P49901	0	108	0.828532175925926
Q08431	24	79	0.36069959999999995
Q10469	374	395	0.2643628571428571
Q16134	575	601	0.338685923076923
Q8NES8	22	47	0.41509756000000003
Q96QC0	910	936	0.3554590384615385
Q9Y5K2	187	211	0.3718122916666667
O75688	156	181	0.24351372
P12931	479	508	0.3120828275862069
Q3SY46	0	124	0.48995900806451614
Q8IWV1	162	182	0.2688205
Q8IWV1	224	250	0.28627680769230773
Q8NFT6	290	313	0.3728488260869565
Q96C24	52	107	0.38100310909090906
Q96P11	356	371	0.2811094
Q9P242	278	327	0.2921241632653061
A6NMN3	158	203	0.3848256888888889
P38935	886	941	0.3311861090909091
Q01081	144	172	0.31479346428571425
Q14512	186	213	0.2363598888888889
Q5T751	0	117	0.9673706324786325
Q6PJI9	932	972	0.448756475
Q9HAW0	0	42	0.42363835714285714
A0AAG2TTZ7	571	589	0.33488
P13945	255	282	0.2755854074074074
P52594	18	47	0.26430906896551726
Q13064	98	119	0.2553925238095238
Q5DT21	28	55	0.38347133333333333
Q5SWA1	584	628	0.25359899999999996
Q86YF9	96	112	0.3152219375
Q8IZP6	284	302	0.4204317222222222
Q8N271	128	144	0.424210125
Q8NA69	214	254	0.24739765
Q9NYB5	469	489	0.41303355
Q9Y468	611	655	0.31631445454545454
Q5VTR2	947	966	0.42613021052631583
Q6ZN04	507	564	0.4547378771929824
Q96FZ2	0	48	0.27540608333333333
Q96JY6	275	321	0.32157926086956523
Q9BQ90	279	306	0.3486322222222222
Q9BXR6	112	156	0.3006720681818182
Q9BXR6	251	267	0.3307269375
Q9BXR6	423	460	0.33263427027027026
