Accession_number	Start	End	Predicted_score
Q17RS7	241	329	0.5501007437705994
Q6A163	6	84	0.539413332939148
Q8N587	230	485	0.6603130102157593
Q96MU6	128	728	0.6601654291152954
Q9BWX5	162	280	0.6172574758529663
Q9Y2I2	299	508	0.6977822184562683
O95886	309	344	0.7251784801483154
O95965	46	493	0.6886894106864929
P81408	278	361	0.582189679145813
Q6ZN55	58	103	0.5359814167022705
Q6ZN55	303	411	0.6596295237541199
Q6ZN55	463	680	0.5296050310134888
Q6ZN55	739	842	0.5364291667938232
Q86Y25	202	378	0.6408848762512207
Q86Y25	405	525	0.5919620394706726
Q9H609	108	169	0.514508843421936
P10074	289	584	0.6267256140708923
P17014	103	203	0.5410441756248474
P17014	257	445	0.6705516576766968
P17014	485	612	0.7066240906715393
Q08AE8	601	635	0.5210128426551819
Q7RTT9	495	529	0.5070685148239136
Q8NBP7	467	691	0.5875105261802673
O43309	263	606	0.6512553691864014
P00747	140	357	0.5583618879318237
P80370	17	287	0.6551753282546997
Q03403	25	128	0.6237019896507263
Q6UXH9	15	103	0.5658223032951355
Q8IWY8	641	848	0.6529334783554077
Q96N77	241	346	0.5984528064727783
Q9UHJ3	596	668	0.5246041417121887
Q9UHR6	0	68	0.5815909504890442
O43506	418	665	0.7531939744949341
P36941	40	180	0.6309946179389954
P09958	575	670	0.5966916084289551
Q13137	392	445	0.5094528198242188
Q8NAP8	339	436	0.5946864485740662
Q96NL3	247	587	0.6935686469078064
Q9P107	491	524	0.6138284206390381
Q9Y215	347	454	0.6751264333724976
Q9Y6Q2	218	269	0.5750202536582947
Q86Y33	144	207	0.5133633613586426
Q92832	259	809	0.7348519563674927
Q96GX5	212	253	0.6396399140357971
Q96GX5	331	484	0.5210629105567932
Q9HCU0	154	344	0.7139506340026855
P04070	84	193	0.7084069848060608
P48060	182	216	0.6201395392417908
Q6P3X8	556	591	0.5225569009780884
Q8WXD0	37	139	0.64759761095047
Q96I82	36	172	0.6596240997314453
Q9H4F8	30	149	0.6076558828353882
P78549	278	303	0.6026483774185181
Q5TA31	0	135	0.5178600549697876
Q5XUX1	424	443	0.5400773882865906
Q6NUN9	507	585	0.5657240152359009
Q6P1K8	267	394	0.6695737838745117
Q8IZE3	418	493	0.6187360286712646
Q8NAM6	303	421	0.536268413066864
Q8TC41	344	474	0.5339469909667969
Q8TE02	157	204	0.5850258469581604
Q8TF50	303	409	0.5367145538330078
Q8TF50	469	552	0.6108323335647583
Q8TF50	570	593	0.5132090449333191
Q86UQ0	198	363	0.5731308460235596
Q8IZ26	238	558	0.6821117997169495
Q8NEP9	90	627	0.6137580871582031
Q8TCN5	629	719	0.6043450832366943
Q8TCN5	748	829	0.6049606204032898
Q9H2S5	72	156	0.561448335647583
Q9H2S5	273	293	0.6596840620040894
Q9Y4K3	137	262	0.6158576011657715
Q86UD3	12	107	0.5293712615966797
Q8IXT1	523	649	0.5054869651794434
Q92785	265	390	0.6083035469055176
Q9UJU3	187	891	0.6487032771110535
Q14520	65	212	0.6546674966812134
Q5T0B9	219	410	0.6157578229904175
Q6ZTB9	0	186	0.6757502555847168
Q7Z3I7	119	518	0.6305810809135437
Q9BZ11	337	687	0.7035295963287354
A6NGJ6	4	138	0.5492125153541565
P18084	454	662	0.7330182790756226
Q16587	245	454	0.7094168066978455
Q16587	509	593	0.5129990577697754
Q494X3	210	551	0.648810863494873
Q5VWI1	123	157	0.6023543477058411
Q86V71	165	650	0.6642036437988281
Q8NB42	212	608	0.6432294845581055
Q969Z4	34	126	0.503278374671936
Q96LW1	202	326	0.6156461834907532
Q96LW1	343	611	0.6828436851501465
Q96QV1	578	694	0.5983075499534607
A6NF34	421	591	0.6143804788589478
P17027	153	637	0.6525823473930359
P23327	624	683	0.5503426194190979
Q6P2D0	174	406	0.5938776731491089
Q8IUB2	28	214	0.606115996837616
Q8WUU4	386	466	0.5238452553749084
Q96DZ1	194	225	0.544413149356842
Q96N20	139	290	0.5754157304763794
Q9H4I2	67	141	0.6838846802711487
Q9H4I2	461	560	0.520240068435669
Q9NSJ1	66	143	0.508366048336029
Q9NSJ1	195	427	0.5652616024017334
Q13434	81	149	0.5518094897270203
Q13434	240	366	0.5161683559417725
Q15389	29	56	0.5055798888206482
Q8N883	171	353	0.5450160503387451
Q8N883	366	572	0.5769555568695068
P17036	196	426	0.6816797256469727
Q9BX73	70	140	0.7050036191940308
Q9Y2Y9	165	250	0.520307719707489
P08253	327	352	0.5749960541725159
P17029	372	562	0.6352004408836365
Q6P9F5	5	114	0.6218692064285278
Q96PM5	16	153	0.5364786386489868
Q96SQ5	213	571	0.6900274753570557
A6NLI5	6	136	0.526621401309967
O43900	22	62	0.5099979639053345
Q15942	368	571	0.7056378126144409
Q8NA31	552	615	0.5613643527030945
Q96KR4	127	173	0.6243582367897034
Q9UL58	264	515	0.514428973197937
Q8IYX0	73	410	0.6391006708145142
Q8NA42	168	474	0.6792373061180115
Q96BT7	327	365	0.5752921104431152
Q9NR80	187	207	0.6201574206352234
Q9UHF1	28	176	0.5814636945724487
A0A5F9ZHS7	178	226	0.5509013533592224
O00110	70	187	0.5948206186294556
P0DJD3	418	459	0.5218408703804016
Q16576	89	108	0.5672842860221863
Q6ZMY6	410	448	0.5371867418289185
Q9NPF0	52	162	0.567793071269989
P10073	259	490	0.6235961318016052
Q12901	156	537	0.6589439511299133
Q15365	176	200	0.5350872874259949
Q15365	210	245	0.5481041073799133
Q15365	262	289	0.6844574809074402
Q4G112	440	472	0.6996484994888306
Q8IZP6	186	309	0.605289101600647
Q92750	571	631	0.5806795358657837
Q9H706	344	399	0.5934129953384399
P13682	214	401	0.6604154706001282
P13682	442	526	0.5823071599006653
P25490	281	412	0.5473728179931641
P62684	482	600	0.5270358324050903
Q86WZ6	248	798	0.6601014137268066
Q8N0Y2	243	298	0.5060625076293945
Q8N143	296	467	0.5281863212585449
Q8N2R0	165	310	0.6549006700515747
Q9BXR6	365	568	0.5716649889945984
Q9UK13	107	597	0.6485958695411682
O95780	106	182	0.5588663816452026
O95780	218	497	0.6187864542007446
P08048	420	798	0.6566601395606995
Q8IZN3	292	315	0.5292669534683228
Q8N8Y5	57	197	0.5857560634613037
Q96EF0	532	670	0.7038378119468689
A6NDX5	137	524	0.6471858620643616
A6NDX5	544	712	0.6396086812019348
P37173	212	235	0.5770738124847412
P98153	227	368	0.6741330027580261
Q13886	142	231	0.5293835997581482
Q99684	229	421	0.6817975044250488
Q9HCI7	241	320	0.5305584073066711
Q9UKJ8	396	547	0.7405144572257996
Q9UKJ8	634	665	0.5215277671813965
Q13643	0	279	0.7273021340370178
Q8N3J9	107	260	0.6947987079620361
Q8N475	47	147	0.6303449273109436
Q9BYN7	318	377	0.5507516264915466
Q9BYN7	485	735	0.655737042427063
Q9UPW0	182	203	0.6618672609329224
O15060	553	662	0.574842631816864
P49747	56	290	0.6580711007118225
Q92956	24	200	0.5913028120994568
Q99676	218	750	0.6812086701393127
A6NK53	188	232	0.5324586629867554
A6NK53	291	667	0.6307504177093506
P03973	31	130	0.5280678272247314
P32942	326	353	0.5063318610191345
P52740	167	705	0.6922847032546997
Q14995	312	398	0.7628467679023743
Q6ZR52	40	81	0.54849773645401
Q6ZR52	101	644	0.6478109359741211
Q8IZ20	336	462	0.6111630797386169
Q96NJ6	112	501	0.6405481696128845
Q9ULD6	640	674	0.514191210269928
P00751	61	255	0.6330947279930115
P52742	195	655	0.6606886982917786
Q06203	482	516	0.5840889811515808
Q13574	130	207	0.5367112755775452
Q6ZSB9	389	607	0.6471694707870483
Q8N328	543	592	0.6074930429458618
Q92802	266	391	0.6358975172042847
Q96I27	56	290	0.6720870137214661
A2RRD8	134	507	0.6448295712471008
O14978	373	677	0.6597628593444824
O60765	209	604	0.6712214350700378
P17023	150	457	0.6598790287971497
Q16206	82	129	0.52638179063797
Q6ZN08	66	570	0.6563512682914734
Q8NDX6	142	191	0.5246396064758301
Q96SZ4	333	499	0.5958390831947327
Q96SZ4	520	706	0.5886791944503784
Q96SZ4	723	779	0.5574713349342346
Q9NWW7	211	252	0.5586298704147339
O95863	154	262	0.5755065083503723
P0CG23	487	618	0.6037800312042236
P17039	74	622	0.613986074924469
P51508	228	286	0.5597985982894897
P51508	343	660	0.687301754951477
Q6ZMW2	121	181	0.5562068223953247
Q6ZMW2	234	696	0.6143249869346619
Q8TD23	90	567	0.6591211557388306
Q9NQX1	167	628	0.5879179239273071
P07202	124	173	0.5910684466362
P07202	702	853	0.6265761256217957
P10646	138	285	0.6594102382659912
P29320	218	324	0.6542133688926697
Q96T92	254	314	0.5392110347747803
Q99469	103	209	0.664527952671051
Q4V348	153	818	0.6695507764816284
Q6ZNA1	129	569	0.6369785070419312
Q86T29	129	157	0.509885311126709
Q86T29	182	569	0.6460757851600647
Q86T29	579	640	0.5470902919769287
Q86VW2	0	34	0.5344161987304688
O95361	71	177	0.5747683644294739
O95460	210	384	0.7496005296707153
P13385	70	158	0.6280084252357483
Q68DY1	93	511	0.6781628727912903
Q7Z7L9	213	613	0.6356496214866638
Q86UD4	174	531	0.6405988335609436
Q8NHS0	128	158	0.7544700503349304
Q8WV37	195	342	0.6269384622573853
Q9UNY5	278	441	0.5901975631713867
P17098	249	491	0.620901346206665
Q02447	594	701	0.608260452747345
Q8NCP5	423	491	0.5819492340087891
Q9NV72	292	528	0.6747632026672363
Q9NVP4	186	404	0.6158462166786194
Q9NXR8	350	417	0.566702663898468
Q9P0V3	276	332	0.6149357557296753
Q9UJV9	567	608	0.5617985129356384
Q9UK23	304	425	0.6468449831008911
O43313	71	221	0.6090240478515625
P0C7P1	418	459	0.5218408703804016
P51523	207	735	0.6452446579933167
Q13422	108	269	0.6364611387252808
Q14525	0	74	0.5127276182174683
Q6ZNG1	158	720	0.698067307472229
Q8N393	373	762	0.6362926959991455
Q9BZE0	224	321	0.5821124911308289
Q9UIE0	156	473	0.6042726635932922
O60687	70	203	0.6467627286911011
P52737	136	539	0.6709496974945068
Q52M93	171	399	0.6043005585670471
Q52M93	427	767	0.6877478361129761
Q7L5Y9	294	395	0.5078521370887756
Q8IX06	394	425	0.6243968605995178
Q8IX06	441	479	0.6136286854743958
Q8N680	357	474	0.6351566314697266
Q8N865	339	383	0.5200123190879822
Q96MR9	197	245	0.5607547163963318
Q96MR9	312	430	0.5862910747528076
Q96MR9	508	787	0.6462991833686829
Q9BS34	88	113	0.5047183036804199
Q9BS34	124	388	0.632739245891571
Q9HBX8	29	65	0.5065019130706787
Q9UDV7	508	652	0.6377304792404175
Q9Y3Q7	375	605	0.6964700222015381
Q9Y3Q7	616	667	0.6019509434700012
O43790	0	48	0.6538386940956116
P56270	274	440	0.6533777117729187
Q8IV13	335	368	0.5736373662948608
Q9BQ04	140	218	0.6032518148422241
Q9UC07	115	564	0.6446335315704346
A8MWA4	108	299	0.6020185351371765
O95967	111	350	0.7093459367752075
Q5HYA8	41	198	0.7184273600578308
Q8WXI3	233	299	0.5494447946548462
A8MTY0	103	618	0.6631629467010498
P53667	0	32	0.5151834487915039
Q05215	470	562	0.615196704864502
Q15776	286	570	0.6200435757637024
Q4FZB7	272	353	0.5840499997138977
Q6IQ21	124	245	0.6246349215507507
Q6IQ21	284	334	0.54071044921875
Q6IQ21	394	534	0.6036450266838074
Q6IQ21	592	683	0.5321711897850037
Q8WYH8	174	239	0.5849974751472473
Q92974	36	99	0.6283238530158997
Q96CS4	146	481	0.6281144022941589
Q9BXB1	857	950	0.6345128417015076
Q9GZU1	526	562	0.52447110414505
Q15043	73	137	0.5577786564826965
Q5JNZ3	229	635	0.6871378421783447
Q6UXD5	331	369	0.6047797203063965
Q8NDP4	218	497	0.6298846006393433
Q9BRH9	178	655	0.6290780901908875
Q9P2F9	71	169	0.6086075305938721
Q9P2F9	201	567	0.5961156487464905
Q9UBP4	128	319	0.6840308904647827
Q9UMF0	330	385	0.5899128913879395
P16415	151	609	0.667982816696167
P21580	471	550	0.5875958800315857
P21580	588	688	0.5873619318008423
Q8WUB8	370	486	0.6527737975120544
Q96J02	125	192	0.5855425596237183
Q9Y2A4	99	670	0.6431717872619629
Q9Y2P0	106	498	0.6835119128227234
P55286	585	612	0.5521304607391357
Q15697	319	405	0.583863377571106
Q49AA0	224	525	0.6163551807403564
Q63HK3	750	944	0.6775920391082764
Q7Z403	301	333	0.5835326910018921
Q8N187	185	242	0.6135639548301697
Q8N4Q1	32	109	0.5179541707038879
Q9NUK0	0	95	0.510002613067627
Q9NUK0	169	250	0.617691159248352
Q9Y5R5	274	319	0.5051275491714478
Q9Y5R5	343	374	0.5463069081306458
O43296	195	322	0.6877737641334534
O43296	411	565	0.6434318423271179
P36508	141	375	0.6503371000289917
Q8TF47	201	634	0.5978021621704102
Q8WWF5	273	365	0.6020382642745972
Q9NYT6	169	519	0.6852035522460938
Q9NYT6	534	783	0.6513475775718689
Q9UKS7	103	232	0.6688181757926941
P55259	32	58	0.5271131992340088
P55259	175	232	0.6350451111793518
Q8N184	245	643	0.6875467896461487
Q8NHG8	145	241	0.5280008912086487
Q9ULT6	554	599	0.5607662796974182
O43829	257	410	0.5730839371681213
O76011	0	79	0.5147193074226379
P00749	18	91	0.623718798160553
P0CB33	59	411	0.6247808933258057
P16109	118	773	0.6897424459457397
Q15654	264	292	0.5195176005363464
Q8TAX0	166	264	0.5439677238464355
Q96IR2	207	562	0.678837776184082
Q96IR2	598	965	0.681584358215332
Q9BRN9	53	170	0.6264051795005798
Q8N972	93	640	0.6810572743415833
Q8TD17	331	586	0.5740171670913696
Q8TF39	383	743	0.6590119004249573
Q96AP4	0	64	0.5058509111404419
Q96EK2	316	418	0.5612260699272156
P51786	93	505	0.641263484954834
Q6ZN18	308	350	0.5090224742889404
Q8IVP9	77	401	0.6884880661964417
Q9BQ16	70	206	0.6551806926727295
Q9H0B8	205	244	0.5448110103607178
Q9NXT0	50	398	0.6424493193626404
A6NP11	66	494	0.6547757983207703
P35354	13	54	0.512441098690033
Q8IWY4	33	457	0.7250586748123169
Q8IWY4	548	816	0.6013808846473694
Q9HAS3	656	690	0.6189532279968262
Q9HDB9	530	599	0.5489479899406433
Q9UJY4	329	391	0.6824876070022583
O14960	27	60	0.5079875588417053
P98182	247	394	0.597399115562439
Q6ZT77	104	176	0.5947256684303284
Q86U44	253	344	0.5611593127250671
Q8WU68	133	184	0.6119970679283142
Q9BUG6	351	489	0.5363332629203796
Q9P0K1	386	595	0.6685173511505127
O95202	36	101	0.5405604243278503
O95985	690	740	0.6616423726081848
Q03405	62	307	0.6885143518447876
Q8IW36	131	383	0.6224618554115295
Q8IW36	454	514	0.5581737756729126
Q9BSG1	169	423	0.663025438785553
P14784	324	388	0.5230165719985962
P52747	195	445	0.6190752983093262
Q92782	257	386	0.6165290474891663
Q9C019	0	121	0.5703293085098267
Q9UKQ2	373	575	0.7275785803794861
Q9UKQ2	590	664	0.614091694355011
A0A140TA62	24	121	0.5369778871536255
P49711	265	577	0.6032117009162903
Q07011	16	149	0.616237461566925
Q08629	65	204	0.6016229391098022
Q49AM3	0	36	0.5179336071014404
Q96RE9	235	602	0.6749549508094788
Q9UEG4	140	541	0.6583799123764038
Q9UEG4	650	689	0.5571023225784302
Q9Y2K1	201	264	0.5417926907539368
Q9Y2K1	419	472	0.512730598449707
P51504	37	142	0.6788602471351624
P53041	456	479	0.6196045875549316
Q8NCK3	100	437	0.6597173810005188
Q96H86	165	354	0.615747332572937
Q9BWM5	128	574	0.7129700183868408
O14490	201	245	0.6126354932785034
O76009	0	79	0.5277701616287231
P15976	70	110	0.6061629056930542
P15976	192	294	0.5672868490219116
P26842	20	126	0.6101574897766113
P43489	12	148	0.520639181137085
P78396	47	88	0.5045381784439087
Q13106	129	436	0.6756424903869629
Q15375	225	336	0.594468891620636
Q6ZRF8	13	162	0.6229960918426514
Q8ND25	134	180	0.6643449068069458
Q9UK53	347	412	0.5751730799674988
Q9UPG8	58	211	0.565222978591919
Q9UPG8	246	279	0.6254224181175232
P00740	33	192	0.5090804100036621
Q15935	87	541	0.6373357772827148
Q8N6C8	156	183	0.5291579365730286
Q96A83	113	147	0.5192539095878601
Q9C0F3	131	469	0.6610313057899475
Q9NZU5	15	70	0.6378882527351379
P07358	54	165	0.7096284627914429
P07358	499	562	0.5921911001205444
P49767	215	418	0.6114121079444885
P51522	61	267	0.5285956263542175
P51522	422	511	0.6019967198371887
P56915	77	135	0.5326661467552185
Q2VY69	135	592	0.6381698250770569
Q6UWL2	27	55	0.5269466042518616
Q6UWL2	70	251	0.7394506931304932
Q6ZN79	147	299	0.6569750905036926
Q8N9Q2	0	41	0.5075198411941528
Q9H116	315	617	0.6635885834693909
Q14134	164	261	0.5989100933074951
Q8NCA9	196	272	0.5646953582763672
Q96A99	455	477	0.5710780024528503
Q14990	33	87	0.6364632844924927
Q14990	110	249	0.5727818012237549
Q4G1C9	203	236	0.5783026814460754
Q8N7K0	114	672	0.6774192452430725
Q8N9Z0	186	349	0.5647552609443665
Q8TBZ5	133	543	0.6206244230270386
Q9BR11	290	389	0.5085862874984741
Q9BSK1	74	384	0.6594516038894653
Q9UPT5	280	356	0.5384255051612854
Q3KNS6	140	431	0.6267207860946655
Q68BL7	25	110	0.5552716255187988
Q8TB69	117	539	0.6154924035072327
Q9H4T2	229	347	0.5875400900840759
P54762	246	326	0.592717170715332
Q06889	277	352	0.5942484736442566
Q3ZCT1	15	291	0.6419839262962341
Q3ZCT1	328	411	0.5530338287353516
Q5HY98	130	280	0.5012008547782898
Q6ZNG0	210	420	0.5937051773071289
Q9NW07	167	395	0.6444483995437622
Q9Y5W5	171	356	0.643090009689331
O15393	105	146	0.5872046947479248
P32926	674	720	0.6242515444755554
P32926	777	806	0.5661733746528625
P32926	821	912	0.6174823641777039
P49619	310	385	0.6866675019264221
Q08ER8	182	320	0.6064825057983398
Q08ER8	394	571	0.6616411209106445
Q499Z4	0	138	0.553384006023407
Q499Z4	189	424	0.6322125196456909
Q5TEC3	350	544	0.685454785823822
Q6PF04	193	554	0.6906740069389343
Q8N6Q3	112	391	0.6401700377464294
Q96CX3	18	270	0.6363051533699036
Q9BRB3	634	670	0.5866719484329224
Q9BUK6	388	521	0.6395875215530396
Q9NWN3	159	198	0.553665816783905
Q9NWN3	624	705	0.5821227431297302
Q9NWS9	385	443	0.5065614581108093
Q9NYW8	94	200	0.5743729472160339
Q9NYW8	224	709	0.672210693359375
Q9UJW8	346	691	0.6427443623542786
P17035	207	717	0.643670380115509
Q5SXM1	73	178	0.5348044633865356
Q5SXM1	195	524	0.6703981757164001
Q8IVC4	172	406	0.5802488923072815
Q8IXM7	36	136	0.5890049934387207
Q96N22	57	241	0.5300125479698181
Q96N22	253	626	0.6174625754356384
