Accession_number	Region	Domain
Q13118	[429, 221]	Zinc finger, C2H2 type
Q13118	[429, 415]	Zinc finger, C2H2 type
Q14957	[1001, 826]	Ligand-gated ion channel
Q14957	[1089, 826]	Ligand-gated ion channel
Q15878	[2287, 1882]	Voltage gated calcium channel IQ domain
Q2TV78	[293, 107]	PAN domain
Q2TV78	[415, 107]	PAN domain
Q2YD98	[498, 262]	Uncharacterized conserved protein (DUF2043)
Q5VTJ3	[579, 519]	Kelch motif
Q5VVW2	[472, 399]	Rap/ran-GAP
Q659A1	[720, 593]	NMDA receptor-regulated gene protein 2 C-terminus
Q7Z4F1	[398, 433]	Low-density lipoprotein receptor domain class A
Q8TDJ6	[1497, 71]	RAVE protein 1 C terminal
Q8TDJ6	[1497, 1039]	RAVE protein 1 C terminal
Q8WXS8	[715, 722]	ADAM-TS Spacer 1
Q8WXS8	[859, 829]	ADAM-TS Spacer 1
Q8WXS8	[1052, 829]	ADAM-TS Spacer 1
Q96NJ3	[540, 246]	Zinc finger, C2H2 type
Q96NJ3	[540, 554]	Zinc finger, C2H2 type
Q9BY79	[466, 43]	Fz domain
Q9BY79	[466, 472]	Fz domain
Q9P2E3	[1843, 1574]	RZ type zinc finger domain
Q9Y6F6	[341, 16]	MRVI1 protein
A8MWY0	[681, 127]	ELAPOR1-like, mannose 6-phosphate receptor homology domain
A8MWY0	[681, 437]	ELAPOR1-like, mannose 6-phosphate receptor homology domain
A8MWY0	[681, 675]	ELAPOR1-like, mannose 6-phosphate receptor homology domain
O14512	[514, 42]	SOCS box
O14512	[514, 89]	SOCS box
O43638	[201, 103]	Forkhead domain
O43766	[133, 153]	Radical SAM superfamily
O60309	[892, 845]	Leucine rich repeat
O60309	[1044, 948]	Leucine rich repeat
O75078	[453, 526]	Disintegrin
O75078	[622, 526]	Disintegrin
P55285	[723, 600]	Cadherin, Y-type LIR-motif
P98164	[4197, 384]	Low-density lipoprotein receptor repeat class B
P98164	[4197, 681]	Low-density lipoprotein receptor repeat class B
P98164	[4197, 1323]	Low-density lipoprotein receptor repeat class B
P98164	[4197, 3196]	Low-density lipoprotein receptor repeat class B
P98164	[4197, 4055]	Low-density lipoprotein receptor repeat class B
P98164	[4369, 4238]	Low-density lipoprotein receptor repeat class B
Q14865	[321, 314]	ARID/BRIGHT DNA binding domain
Q5H8A4	[649, 637]	GPI ethanolamine phosphate transferase membrane region
Q64ET8	[60, 26]	Facioscapulohumeral muscular dystrophy candidate 2
Q86YH2	[334, 226]	Domain of unknown function (DUF4195)
Q86YH2	[390, 226]	Domain of unknown function (DUF4195)
Q86YH2	[448, 226]	Domain of unknown function (DUF4195)
Q8N878	[502, 119]	FERM N-terminal domain
Q8TEX9	[556, 249]	IPO5-like, TPR repeats
Q8TEX9	[721, 249]	IPO5-like, TPR repeats
Q99675	[310, 314]	Zinc finger, C3HC4 type (RING finger)
Q9BV97	[172, 77]	KRAB box
Q9BV97	[200, 77]	KRAB box
Q9Y2H8	[628, 216]	Zinc finger, C2H2 type
Q9Y2H8	[628, 278]	Zinc finger, C2H2 type
Q9Y2H8	[628, 474]	Zinc finger, C2H2 type
Q9Y5Y6	[615, 613]	Trypsin
A2VDJ0	[1285, 354]	Transmembrane protein 131-like, second Ig-like domain
A2VDJ0	[1360, 354]	Transmembrane protein 131-like, second Ig-like domain
A2VDJ0	[1543, 354]	Transmembrane protein 131-like, second Ig-like domain
A9YTQ3	[342, 75]	Helix-loop-helix DNA-binding domain
A9YTQ3	[426, 75]	Helix-loop-helix DNA-binding domain
A9YTQ3	[512, 75]	Helix-loop-helix DNA-binding domain
A9YTQ3	[605, 75]	Helix-loop-helix DNA-binding domain
P78386	[69, 39]	Keratin type II head
P78386	[424, 119]	Keratin type II head
P78386	[475, 119]	Keratin type II head
Q07954	[3740, 197]	Low-density lipoprotein receptor domain class A
Q07954	[3740, 515]	Low-density lipoprotein receptor domain class A
Q07954	[3740, 1259]	Low-density lipoprotein receptor domain class A
Q07954	[3740, 1557]	Low-density lipoprotein receptor domain class A
Q07954	[3740, 1882]	Low-density lipoprotein receptor domain class A
Q07954	[3740, 2189]	Low-density lipoprotein receptor domain class A
Q07954	[3740, 3026]	Low-density lipoprotein receptor domain class A
Q07954	[3740, 3776]	Low-density lipoprotein receptor domain class A
Q07954	[4140, 3776]	Low-density lipoprotein receptor domain class A
Q496H8	[42, 17]	Neuritin protein family
Q5VV67	[1545, 1414]	RNA recognition motif
Q6PK81	[415, 233]	Zinc finger, C2H2 type
Q6ZVN8	[164, 182]	Repulsive guidance molecule (RGM) C-terminal domain
Q76I76	[543, 302]	DEK C terminal domain
Q76I76	[1261, 302]	DEK C terminal domain
Q7RTV3	[168, 189]	C2H2-type zinc finger
Q8NEC7	[606, 545]	Methyltransferase domain
Q8NG08	[244, 68]	DNA helicase B winged helix domain
Q9HCU4	[1924, 56]	Laminin EGF domain
Q9HCU4	[1924, 157]	Laminin EGF domain
Q9HCU4	[1924, 1352]	Laminin EGF domain
Q9HCU4	[1924, 1964]	Laminin EGF domain
A8MQ14	[1065, 264]	Zinc finger, C2H2 type
O43155	[637, 311]	Leucine rich repeat
O60242	[878, 249]	7 transmembrane receptor (Secretin family)
O60242	[878, 547]	7 transmembrane receptor (Secretin family)
P02748	[100, 134]	Low-density lipoprotein receptor domain class A
Q06730	[235, 52]	KRAB box
Q06730	[268, 52]	KRAB box
Q06730	[531, 52]	KRAB box
Q06730	[788, 52]	KRAB box
Q06732	[749, 255]	Zinc finger, C2H2 type
Q06732	[749, 371]	Zinc finger, C2H2 type
Q0VG06	[450, 411]	Fanconi anemia-associated
Q0VGE8	[212, 63]	KRAB box
Q13115	[203, 192]	Dual specificity phosphatase, catalytic domain
Q2QGD7	[388, 224]	Zinc finger, C2H2 type
Q2QGD7	[388, 364]	Zinc finger, C2H2 type
Q2QGD7	[388, 412]	Zinc finger, C2H2 type
Q5SVZ6	[427, 258]	MYM-type Zinc finger with FCS sequence motif
Q5W0U4	[286, 60]	SPRY domain
Q6S9Z5	[283, 252]	zinc-finger of a C2HC-type
Q6ZMQ8	[730, 392]	Protein tyrosine and serine/threonine kinase
Q8IVF1	[136, 68]	NUT protein
Q8IVF1	[136, 120]	NUT protein
Q8NER5	[196, 159]	Protein tyrosine and serine/threonine kinase
Q8TER0	[1106, 911]	Fibronectin type III domain
Q8TER0	[1300, 1189]	Fibronectin type III domain
Q9H6E5	[555, 120]	RNA recognition motif
Q9NRE2	[849, 394]	Teashirt homolog 3-like, homeodomain
Q9UBS8	[290, 277]	IBR domain, a half RING-finger domain
C9JVI0	[80, 61]	Ubiquitin carboxyl-terminal hydrolase
D6RBQ6	[80, 61]	Ubiquitin carboxyl-terminal hydrolase
O15014	[316, 315]	ZNF609 small beta sheet domain
O15014	[486, 343]	ZNF609 small beta sheet domain
P56715	[1201, 227]	Doublecortin
Q5T764	[342, 152]	Tetratricopeptide repeat
Q8N3Y3	[112, 56]	Glycosyl transferase family 8
Q9NQ32	[231, 224]	Domain of unknown function (DUF4537)
Q9NQ32	[331, 224]	Domain of unknown function (DUF4537)
Q9UMS6	[288, 85]	PDZ domain
O00548	[264, 289]	Delta-like/Jagged, EGF-like domain
O00548	[568, 289]	Delta-like/Jagged, EGF-like domain
O15537	[80, 55]	F5/8 type C domain
O43526	[665, 438]	Unstructured region on Potassium channel subunit alpha KvLQT2
O75095	[335, 61]	Coagulation Factor Xa inhibitory site
O75095	[335, 370]	Coagulation Factor Xa inhibitory site
O94875	[1048, 344]	Variant SH3 domain
O94875	[1048, 426]	Variant SH3 domain
O94875	[1048, 670]	Variant SH3 domain
Q14584	[520, 104]	Zinc finger, C2H2 type
Q14584	[520, 422]	Zinc finger, C2H2 type
Q15910	[489, 249]	Polycomb repressive complex 2 tri-helical domain
Q2KHN1	[20, 57]	Zinc finger, C3HC4 type (RING finger)
Q68CJ9	[241, 135]	bZIP transcription factor
Q6ZMP0	[324, 321]	ADAMTS cysteine-rich domain
Q6ZMP0	[618, 411]	ADAMTS cysteine-rich domain
Q6ZVT6	[476, 49]	CFA20 domain
Q6ZVT6	[662, 49]	CFA20 domain
Q6ZWJ8	[902, 956]	VWC2L-like domain
Q6ZWJ8	[1377, 956]	VWC2L-like domain
Q86XK2	[848, 367]	Putative zinc finger in N-recognin (UBR box)
Q86XT9	[152, 71]	Transmembrane 219
Q96BR5	[186, 42]	Sel1 repeat
Q9P2D0	[761, 332]	BTB/POZ domain
A0A3B3IT33	[340, 73]	SPRY domain
A8MUK1	[80, 61]	Ubiquitin carboxyl-terminal hydrolase
Q05707	[1421, 1203]	von Willebrand factor type A domain
Q15813	[130, 75]	CAP-Gly domain
Q16671	[211, 33]	Protein kinase domain
Q16671	[464, 503]	Protein kinase domain
Q38SD2	[381, 89]	Leucine Rich Repeat
Q38SD2	[1662, 399]	Leucine Rich Repeat
Q4G163	[508, 154]	F-box domain
Q4G163	[629, 538]	F-box domain
Q4G163	[672, 538]	F-box domain
Q4KMG0	[1097, 919]	Fibronectin type III domain
Q4KMG0	[1149, 919]	Fibronectin type III domain
Q4KMG0	[1219, 919]	Fibronectin type III domain
Q5FWF5	[763, 229]	ESCO1/2 acetyl-transferase
Q5W111	[64, 21]	SPRY domain
Q5W111	[64, 59]	SPRY domain
Q86WR7	[398, 97]	Specifically androgen-regulated gene protein
Q96T88	[392, 363]	PHD-finger
Q9BTC0	[1049, 359]	SPOC domain
Q9BTC0	[1049, 426]	SPOC domain
O76096	[38, 35]	Cystatin domain
P07204	[176, 34]	Thrombomodulin-like domain
P07204	[214, 240]	Thrombomodulin-like domain
P0CH99	[114, 47]	KRAB box
P51888	[245, 88]	Leucine rich repeat
Q13822	[101, 141]	Somatomedin B domain
Q14314	[209, 58]	Fibrinogen beta and gamma chains, C-terminal globular domain
Q14314	[209, 108]	Fibrinogen beta and gamma chains, C-terminal globular domain
Q6ZN32	[205, 119]	Ets-domain
Q7Z407	[2464, 1771]	CUB domain
Q7Z407	[3329, 2564]	CUB domain
Q8IW03	[161, 84]	Sina, TRAF-like domain
Q8N5Z5	[278, 113]	BTB/POZ domain
Q8TBP0	[713, 652]	Rab-GTPase-TBC domain
Q96KS0	[283, 53]	2OG-Fe(II) oxygenase superfamily
Q9BR61	[248, 255]	Ankyrin repeats (3 copies)
Q9HBH9	[360, 368]	Protein kinase domain
Q9UPT8	[446, 472]	KIAA1064-like, CCCH zinc finger
Q03923	[566, 146]	Zinc finger, C2H2 type
Q03923	[566, 246]	Zinc finger, C2H2 type
Q60I27	[329, 319]	Alsin PH-like domain
Q8N8U9	[629, 233]	Trypsin Inhibitor like cysteine rich domain
Q8N8U9	[629, 370]	Trypsin Inhibitor like cysteine rich domain
Q8N8U9	[629, 568]	Trypsin Inhibitor like cysteine rich domain
Q96P44	[405, 204]	von Willebrand factor type A domain
Q9BZR9	[205, 130]	TRIM protein coiled-coil region
Q9BZR9	[461, 324]	TRIM protein coiled-coil region
Q9HCL3	[508, 242]	Zinc finger, C2H2 type
Q9HCL3	[508, 466]	Zinc finger, C2H2 type
A8MT70	[133, 148]	ANCHR-like B-box zinc-binding domain
C9JJH3	[80, 61]	Ubiquitin carboxyl-terminal hydrolase
O43187	[433, 93]	Death domain
O75094	[882, 297]	Leucine rich repeat C-terminal domain
O75094	[882, 522]	Leucine rich repeat C-terminal domain
O75094	[882, 906]	Leucine rich repeat C-terminal domain
O75094	[1320, 906]	Leucine rich repeat C-terminal domain
O75820	[136, 54]	KRAB box
P03999	[317, 300]	7 transmembrane receptor (rhodopsin family)
P09603	[162, 180]	Macrophage colony stimulating factor-1 (CSF-1)
P42681	[272, 28]	Protein tyrosine and serine/threonine kinase
Q01538	[616, 519]	Myelin transcription factor 1
Q01538	[789, 790]	Myelin transcription factor 1
Q13129	[652, 491]	Zinc finger protein Rlf-like, TPR repeats
Q13129	[705, 491]	Zinc finger protein Rlf-like, TPR repeats
Q13129	[931, 491]	Zinc finger protein Rlf-like, TPR repeats
Q13129	[1004, 491]	Zinc finger protein Rlf-like, TPR repeats
Q13129	[1201, 491]	Zinc finger protein Rlf-like, TPR repeats
Q13129	[1289, 491]	Zinc finger protein Rlf-like, TPR repeats
Q13129	[1435, 491]	Zinc finger protein Rlf-like, TPR repeats
Q13129	[1580, 491]	Zinc finger protein Rlf-like, TPR repeats
Q5T1R4	[1782, 234]	Zinc finger, C2H2 type
Q5T1R4	[1782, 1796]	Zinc finger, C2H2 type
Q6NSW7	[97, 38]	Homeodomain
Q6P6B7	[37, 44]	Ankyrin repeat
Q6ZP01	[994, 466]	TTC3, helical domain
Q8NB50	[840, 183]	Zinc finger, C2H2 type
Q8NB50	[840, 466]	Zinc finger, C2H2 type
Q96CX6	[328, 188]	Leucine Rich Repeat
Q96F81	[525, 66]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[525, 349]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[525, 416]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[1135, 662]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[1191, 662]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[1251, 662]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[1324, 662]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[1385, 662]	Sterol-sensing domain of SREBP cleavage-activation
Q96F81	[1462, 662]	Sterol-sensing domain of SREBP cleavage-activation
Q9BQ31	[469, 416]	Ion transport protein
Q9BXK1	[187, 173]	Zinc finger, C2H2 type
Q9BY15	[304, 76]	GPCR proteolysis site, GPS, motif
Q9BYQ3	[66, 109]	Keratin, high sulfur B2 protein
Q9C0C7	[290, 124]	WD domain, G-beta repeat
O14867	[530, 159]	bZIP Maf transcription factor
O14867	[530, 233]	bZIP Maf transcription factor
O14867	[530, 286]	bZIP Maf transcription factor
O14867	[530, 421]	bZIP Maf transcription factor
O14867	[530, 531]	bZIP Maf transcription factor
O14867	[610, 606]	bZIP Maf transcription factor
O14867	[704, 606]	bZIP Maf transcription factor
O95644	[428, 191]	Rel homology DNA-binding domain
O95644	[732, 588]	Rel homology DNA-binding domain
P05160	[524, 531]	Sushi repeat (SCR repeat)
P05160	[637, 578]	Sushi repeat (SCR repeat)
P14210	[166, 123]	PAN domain
P35030	[81, 30]	Trypsin
Q3SXZ3	[104, 44]	KRAB box
Q3SXZ3	[162, 44]	KRAB box
Q7Z2T5	[629, 141]	N2,N2-dimethylguanosine tRNA methyltransferase
Q7Z2T5	[629, 173]	N2,N2-dimethylguanosine tRNA methyltransferase
Q86YR6	[243, 49]	Ankyrin repeats (3 copies)
Q96PT3	[122, 23]	Homeodomain
Q9ULV1	[210, 167]	Frizzled/Smoothened family membrane region
O76015	[104, 101]	Intermediate filament protein
O76015	[402, 414]	Intermediate filament protein
O76031	[509, 18]	C-terminal, D2-small domain, of ClpB protein
P08571	[196, 40]	Leucine Rich repeat
P35372	[87, 62]	7 transmembrane receptor (rhodopsin family)
P35789	[384, 181]	Zinc-finger double domain
P35789	[384, 243]	Zinc-finger double domain
P35789	[388, 408]	Zinc-finger double domain
Q07864	[1546, 663]	Domain of unknown function (DUF1744)
Q6DN03	[88, 93]	Core histone H2A/H2B/H3/H4 domain
Q6DN03	[137, 93]	Core histone H2A/H2B/H3/H4 domain
Q6ZNG2	[189, 163]	Homeodomain
Q6ZS27	[388, 346]	Zinc finger, C2H2 type
Q71F56	[1416, 435]	MID domain of medPIWI
Q96HD1	[129, 142]	TLR4 regulator and MIR-interacting MSAP
Q9BV87	[260, 174]	Cyclin
Q9BV87	[325, 174]	Cyclin
Q9BYR2	[90, 134]	Keratin, high sulfur B2 protein
Q9H582	[448, 424]	Zinc finger, C2H2 type
Q9H582	[487, 470]	Zinc finger, C2H2 type
Q9H582	[577, 470]	Zinc finger, C2H2 type
Q9H9S0	[97, 38]	Homeodomain
Q9HC78	[715, 76]	Zinc finger, C2H2 type
Q9HC78	[715, 729]	Zinc finger, C2H2 type
Q9NQF3	[187, 163]	alpha/beta hydrolase fold
Q9UET6	[267, 199]	FtsJ-like methyltransferase
A3QJZ6	[149, 145]	PRAME C-terminal domain
O00161	[86, 96]	SNAP-25 family
O75132	[825, 77]	ZBED1 RNase-like helical domain
P02787	[361, 369]	Transferrin
P54764	[222, 204]	Ephrin receptor ligand binding domain
Q12791	[683, 633]	Calcium-activated BK potassium channel alpha subunit
Q15928	[451, 145]	Zinc finger, C2H2 type
Q15928	[451, 269]	Zinc finger, C2H2 type
Q56VL3	[122, 114]	Ovarian carcinoma immunoreactive antigen (OCIA)
Q7Z5K2	[998, 998]	Wings apart-like protein regulation of heterochromatin
Q8IWU6	[434, 373]	Sulfatase
Q8IWU6	[831, 373]	Sulfatase
Q8NF50	[954, 202]	DOCK9-like, TPR repeats
Q96K80	[137, 101]	Zinc finger C-x8-C-x5-C-x3-H type (and similar)
Q96MH2	[267, 226]	Hexamethylene bis-acetamide-inducible protein
Q96NW7	[1453, 513]	PDZ domain
Q9C0G0	[1714, 144]	Zinc finger, C2H2 type
Q9C0G0	[1714, 252]	Zinc finger, C2H2 type
Q9C0G0	[1714, 499]	Zinc finger, C2H2 type
Q9C0G0	[1714, 602]	Zinc finger, C2H2 type
Q9C0G0	[1714, 719]	Zinc finger, C2H2 type
Q9C0G0	[1714, 864]	Zinc finger, C2H2 type
Q9C0G0	[1714, 1500]	Zinc finger, C2H2 type
Q9C0G0	[1714, 1581]	Zinc finger, C2H2 type
Q9C0G0	[1714, 1736]	Zinc finger, C2H2 type
Q9NS68	[119, 72]	TNFRSF19 second TNFR Cys domain
Q9NS68	[209, 149]	TNFRSF19 second TNFR Cys domain
Q9UK28	[79, 55]	Brain specific membrane anchored protein
Q9UNK4	[129, 129]	Phospholipase A2
Q9Y210	[104, 65]	Ankyrin repeats (3 copies)
C9JH25	[796, 640]	Proline-rich transmembrane protein 3 domain
O95436	[625, 498]	Na+/Pi-cotransporter
P0CI00	[228, 250]	Zinc finger, C2H2 type
P45880	[15, 21]	Eukaryotic porin
Q07912	[964, 384]	Protein tyrosine and serine/threonine kinase
Q13077	[183, 66]	TNF receptor-associated factor BIRC3 binding domain
Q13077	[183, 104]	TNF receptor-associated factor BIRC3 binding domain
Q5TB30	[738, 430]	Target of ERK kinase mpk-1 C-terminal domain
Q5TB30	[738, 517]	Target of ERK kinase mpk-1 C-terminal domain
Q5VUG0	[823, 659]	SAM domain (Sterile alpha motif)
Q6S8J7	[169, 44]	Ankyrin repeats (3 copies)
Q86UZ6	[490, 457]	Zinc-finger double domain
Q86VK4	[339, 226]	Zinc finger, C2H2 type
Q86VK4	[339, 325]	Zinc finger, C2H2 type
Q8IUG5	[1567, 1207]	Myosin head (motor domain)
Q8N1L9	[73, 69]	bZIP transcription factor
Q8N9F0	[160, 19]	Acetyltransferase (GNAT) family
Q96PZ7	[3275, 2325]	Sushi repeat (SCR repeat)
Q96PZ7	[3275, 2748]	Sushi repeat (SCR repeat)
Q96PZ7	[3275, 3164]	Sushi repeat (SCR repeat)
Q96PZ7	[3275, 3227]	Sushi repeat (SCR repeat)
Q9BU19	[448, 35]	Zinc finger, C2H2 type
Q9BU19	[448, 78]	Zinc finger, C2H2 type
Q9BU19	[448, 375]	Zinc finger, C2H2 type
Q9BU19	[448, 462]	Zinc finger, C2H2 type
Q9HCX3	[615, 209]	Zinc finger, C2H2 type
Q9HCX3	[615, 293]	Zinc finger, C2H2 type
Q9HCX3	[615, 517]	Zinc finger, C2H2 type
Q9NY15	[1737, 362]	Fasciclin domain
Q9NY15	[1737, 986]	Fasciclin domain
Q9NY15	[1737, 1586]	Fasciclin domain
Q9NY15	[1862, 1866]	Fasciclin domain
Q9NY15	[1935, 1866]	Fasciclin domain
Q9UJW2	[236, 74]	Papain family cysteine protease
Q9UJW2	[236, 159]	Papain family cysteine protease
H3BUK9	[206, 44]	Ankyrin repeats (3 copies)
H3BUK9	[206, 81]	Ankyrin repeats (3 copies)
O14901	[454, 204]	Zinc finger, C2H2 type
O14901	[454, 243]	Zinc finger, C2H2 type
O14901	[454, 468]	Zinc finger, C2H2 type
O94929	[210, 164]	LIM domain
O95704	[249, 59]	WW domain
P08F94	[2993, 1900]	Right handed beta helix region
P08F94	[4043, 3110]	Right handed beta helix region
P22459	[615, 570]	Ion transport protein
P35913	[556, 52]	3'5'-cyclic nucleotide phosphodiesterase
P35913	[831, 799]	3'5'-cyclic nucleotide phosphodiesterase
Q13615	[519, 524]	Myotubularin-like phosphatase domain
Q13615	[576, 524]	Myotubularin-like phosphatase domain
Q13615	[904, 524]	Myotubularin-like phosphatase domain
Q13615	[1078, 524]	Myotubularin-like phosphatase domain
Q68DI1	[255, 54]	KRAB box
Q8NDY8	[46, 47]	Transmembrane 52
Q8NEB7	[383, 240]	Proacrosin binding protein sp32
Q92963	[23, 16]	Ras family
Q96CA5	[248, 39]	Zinc finger, C3HC4 type (RING finger)
Q96JB3	[433, 140]	BTB/POZ domain
Q96JB3	[496, 140]	BTB/POZ domain
Q99988	[210, 216]	Transforming growth factor beta like domain
Q9BYR5	[85, 129]	Keratin, high sulfur B2 protein
Q9BYV6	[186, 155]	B-box zinc finger
Q9P241	[728, 701]	P-type ATPase, cytoplasmic domain N
Q9WJR5	[928, 591]	RNase H
O14639	[743, 23]	Villin headpiece domain
O14639	[743, 126]	Villin headpiece domain
O43597	[276, 294]	Sprouty protein (Spry)
O75445	[508, 516]	Laminin N-terminal (Domain VI)
O75445	[3155, 516]	Laminin N-terminal (Domain VI)
O75445	[4807, 516]	Laminin N-terminal (Domain VI)
P22692	[174, 147]	Thyroglobulin type-1 repeat
P98077	[487, 108]	SH2 domain
Q5JXM2	[163, 21]	Methyltransferase domain
Q5JXM2	[163, 106]	Methyltransferase domain
Q75N03	[161, 119]	C2H2 Hakai zinc finger domain
Q75N03	[161, 181]	C2H2 Hakai zinc finger domain
Q7Z7G8	[3966, 2714]	Vacuolar-sorting associated protein 13, adaptor binding domain
Q8N806	[133, 112]	Putative zinc finger in N-recognin (UBR box)
Q8TC27	[479, 536]	ADAM cysteine-rich
Q8TC27	[591, 592]	ADAM cysteine-rich
Q8WYQ9	[908, 806]	Zinc knuckle
Q8WYQ9	[908, 923]	Zinc knuckle
Q9H013	[425, 497]	Disintegrin
Q9H093	[560, 303]	Protein kinase domain
Q9HBT6	[586, 595]	Cadherin domain
Q9NQX0	[557, 173]	Zinc finger, C2H2 type
Q9NQX0	[557, 219]	Zinc finger, C2H2 type
Q9NQX0	[557, 578]	Zinc finger, C2H2 type
Q9NVF9	[86, 48]	Choline/ethanolamine kinase
Q9UN74	[725, 669]	Cadherin domain
A6NKG5	[528, 280]	Domain of unknown function (DUF4939)
B1AJZ9	[561, 85]	FHA domain
O43248	[42, 28]	Protein of unknown function (DUF3528)
O75564	[538, 66]	CENP-B N-terminal DNA-binding domain
P19013	[136, 23]	Intermediate filament protein
P26010	[465, 92]	Integrin plexin domain
P98168	[480, 229]	Zinc finger, C2H2 type
P98168	[480, 377]	Zinc finger, C2H2 type
P98168	[480, 447]	Zinc finger, C2H2 type
Q14674	[1722, 1152]	Separin, protease domain
Q147U1	[187, 47]	KRAB box
Q147U1	[385, 47]	KRAB box
Q5T7W0	[460, 270]	Hermes transposase DNA-binding domain
Q5TYW1	[208, 48]	KRAB box
Q5TYW1	[405, 48]	KRAB box
Q86YV5	[1087, 44]	Protein tyrosine and serine/threonine kinase
