Accession_number	Region	Domain
Q8TDJ6	[54, 71]	YVTN repeat-like/Quinoprotein amine dehydrogenase
Q96NJ3	[503, 554]	Classic Zinc Finger
Q9BY79	[280, 306]	Low-density Lipoprotein Receptor
Q9BY79	[412, 472]	Low-density Lipoprotein Receptor
Q9BY79	[526, 578]	Frizzled cysteine-rich domain
A8MWY0	[599, 675]	Tumor Necrosis Factor Receptor, subunit A, domain 2
A8MWY0	[827, 854]	Mannose-6-phosphate receptor binding domain
O00222	[505, 540]	GPCR, family 3, nine cysteines domain
O14727	[693, 712]	YVTN repeat-like/Quinoprotein amine dehydrogenase
O43766	[95, 153]	Aldolase class I
O60309	[820, 845]	Ribonuclease Inhibitor
O60309	[1044, 1066]	Ribonuclease Inhibitor
O75078	[381, 397]	Collagenase (Catalytic Domain)
O75078	[432, 592]	Disintegrin domain
P29274	[144, 160]	Rhodopsin 7-helix transmembrane proteins
P55285	[580, 600]	Cadherins
P55773	[92, 114]	-
P98073	[198, 226]	Low-density Lipoprotein Receptor
P98073	[632, 683]	Low-density Lipoprotein Receptor
P98073	[759, 781]	SRCR-like domain
P98073	[930, 979]	Trypsin-like serine proteases
P98164	[658, 681]	TolB, C-terminal domain
P98164	[1387, 1426]	Laminin
P98164	[2011, 2034]	TolB, C-terminal domain
P98164	[2338, 2363]	TolB, C-terminal domain
Q15031	[495, 515]	HUPs
Q5SQ80	[90, 108]	Ankyrin repeat-containing domain
Q6UXB8	[109, 206]	CAP
Q86YH2	[390, 429]	Classic Zinc Finger
Q8TEX9	[556, 578]	Leucine-rich Repeat Variant
Q8TEX9	[721, 744]	Leucine-rich Repeat Variant
Q99675	[263, 282]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BV97	[172, 189]	Classic Zinc Finger
Q9BV97	[200, 251]	Classic Zinc Finger
Q9UHB6	[379, 417]	Cysteine Rich Protein
Q9Y2H8	[245, 278]	Classic Zinc Finger
Q9Y5Y6	[395, 417]	Spermadhesin, CUB domain
A6NCW7	[105, 131]	Cysteine proteinases
O95445	[146, 163]	-
P55055	[76, 167]	Erythroid Transcription Factor GATA-1, subunit A
Q07954	[467, 515]	TolB, C-terminal domain
Q07954	[1529, 1557]	TolB, C-terminal domain
Q07954	[1839, 1882]	TolB, C-terminal domain
Q07954	[2153, 2189]	TolB, C-terminal domain
Q6PK81	[182, 233]	Classic Zinc Finger
Q7RTV3	[158, 211]	Classic Zinc Finger
Q9H5I1	[219, 249]	SET domain
Q9HCU4	[1560, 1618]	Laminin
Q9HCU4	[1750, 1770]	-
Q9UMW8	[223, 242]	Cysteine proteinases
Q9Y252	[621, 681]	Zinc/RING finger domain, C3HC4 (zinc finger)
A8MQ14	[214, 264]	Classic Zinc Finger
O43291	[75, 97]	Pancreatic trypsin inhibitor Kunitz domain
O43291	[171, 189]	Pancreatic trypsin inhibitor Kunitz domain
P20155	[35, 66]	-
Q2QGD7	[171, 224]	Classic Zinc Finger
Q2QGD7	[337, 364]	Classic Zinc Finger
Q5W0U4	[17, 60]	Classic Zinc Finger
Q6S9Z5	[276, 315]	Classic Zinc Finger
Q8TDY4	[340, 389]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q8TDY4	[430, 459]	Arf GTPase activating protein
Q96BW5	[25, 47]	Metal-dependent hydrolases
Q9H6E5	[555, 583]	-
Q9H9J4	[134, 166]	Cysteine proteinases
Q9UBS8	[257, 277]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9UBS8	[310, 331]	-
Q9UBS8	[393, 419]	-
C9JVI0	[101, 135]	Cysteine proteinases
D6RBQ6	[101, 135]	Cysteine proteinases
P07327	[87, 135]	Medium-chain alcohol dehydrogenases, catalytic domain
P0DPI3	[190, 234]	-
Q5T764	[127, 152]	Tetratricopeptide repeat domain
Q5VW22	[579, 607]	Ankyrin repeat-containing domain
Q96CS7	[42, 91]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q9NRR2	[187, 230]	Trypsin-like serine proteases
Q9Y5U5	[16, 160]	Tumor Necrosis Factor Receptor, subunit A, domain 2
O00548	[37, 57]	-
O00755	[267, 348]	-
O43866	[27, 76]	SRCR-like domain
P10600	[342, 357]	Cystine-knot cytokines
P57682	[311, 334]	Classic Zinc Finger
Q14584	[72, 104]	Classic Zinc Finger
Q15139	[285, 329]	-
Q15910	[489, 613]	SET domain
Q6ZMP0	[58, 89]	Thrombospondin type-1 (TSP1) repeat
Q86XK2	[352, 367]	Single-stranded right-handed beta-helix, Pectin lyase-like
Q86XK2	[383, 411]	Single-stranded right-handed beta-helix, Pectin lyase-like
Q8IU81	[491, 560]	Interferon regulatory factor 2-binding protein
Q96BR5	[13, 42]	Tetratricopeptide repeat domain
Q96GW7	[639, 688]	Laminin
Q96GW7	[849, 880]	Complement Module, domain 1
Q9P2D0	[200, 239]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q9P2D0	[313, 332]	Regulator of chromosome condensation 1/beta-lactamase-inhibitor protein II
Q9UBX7	[171, 247]	Trypsin-like serine proteases
A0A3B3IT33	[49, 73]	Zinc/RING finger domain, C3HC4 (zinc finger)
A0A3B3IT33	[84, 102]	Classic Zinc Finger
A0A3B3IT33	[112, 136]	Classic Zinc Finger
A8MUK1	[101, 135]	Cysteine proteinases
Q01973	[232, 255]	Frizzled cysteine-rich domain
Q01973	[275, 379]	Plasminogen Kringle 4
Q05707	[1421, 1460]	-
Q14315	[1092, 1121]	Immunoglobulins
Q14315	[2085, 2105]	Immunoglobulins
Q15661	[207, 232]	Trypsin-like serine proteases
Q15813	[130, 150]	Ribonuclease Inhibitor
Q16671	[67, 125]	CD59
Q38SD2	[67, 89]	Ankyrin repeat-containing domain
Q4G163	[629, 660]	-
Q4G163	[672, 690]	-
Q5W111	[38, 59]	-
Q7RTY5	[204, 225]	Trypsin-like serine proteases
Q96T88	[291, 372]	-
Q96T88	[392, 419]	SRA-YDG
Q9BTC0	[250, 328]	Zinc/RING finger domain, C3HC4 (zinc finger)
O75326	[489, 510]	ligand-binding face of the semaphorins, domain 2
O75326	[572, 599]	Immunoglobulins
O76096	[97, 113]	-
P07204	[19, 34]	Mannose-Binding Protein A, subunit A
P15289	[150, 177]	Alkaline Phosphatase, subunit A
P51888	[62, 88]	Ribonuclease Inhibitor
Q16515	[311, 348]	Acid-sensing ion channel domain
Q7Z407	[1747, 1771]	Complement Module, domain 1
Q7Z407	[2666, 2695]	Complement Module, domain 1
Q7Z407	[2752, 2770]	Complement Module, domain 1
Q7Z407	[2857, 2884]	Complement Module, domain 1
Q7Z407	[2903, 2943]	Complement Module, domain 1
Q7Z407	[2977, 3065]	Complement Module, domain 1
Q7Z407	[3143, 3182]	Complement Module, domain 1
Q7Z407	[3195, 3242]	Complement Module, domain 1
Q7Z407	[3273, 3300]	Complement Module, domain 1
Q7Z407	[3377, 3420]	Complement Module, domain 1
Q7Z4I7	[114, 140]	Cysteine Rich Protein
Q7Z4I7	[156, 210]	Cysteine Rich Protein
Q9BR61	[248, 276]	Ankyrin repeat-containing domain
Q9HBH9	[237, 253]	Transferase(Phosphotransferase) domain 1
Q9HBH9	[297, 323]	Transferase(Phosphotransferase) domain 1
Q9UPT8	[385, 472]	Zinc finger, CCCH-type
Q15283	[724, 750]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
Q3YBR2	[224, 245]	-
Q8N8U9	[578, 684]	Laminin
Q96LM9	[32, 54]	Glycosyl transferase family 29
Q96P44	[405, 453]	-
Q9BZR9	[29, 71]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BZR9	[85, 130]	Classic Zinc Finger
Q9HCL3	[191, 242]	Classic Zinc Finger
Q9HCL3	[415, 466]	Classic Zinc Finger
Q9Y5L4	[35, 72]	Mitochondrial import inner membrane translocase subunit tim13 like domains
C9JJH3	[105, 131]	Cysteine proteinases
O43187	[433, 500]	Transferase(Phosphotransferase) domain 1
O75094	[28, 49]	Ribonuclease Inhibitor
O75094	[256, 297]	Ribonuclease Inhibitor
O75094	[495, 522]	Ribonuclease Inhibitor
O75094	[705, 747]	Ribonuclease Inhibitor
O75820	[136, 190]	Classic Zinc Finger
P01178	[20, 124]	Neurohypophysial hormone domain
P03999	[317, 336]	Rhodopsin 7-helix transmembrane proteins
P51693	[73, 218]	Amyloidogenic glycoprotein, heparin-binding domain
Q13129	[705, 747]	Classic Zinc Finger
Q13129	[1163, 1186]	Classic Zinc Finger
Q13129	[1289, 1362]	Classic Zinc Finger
Q5T1R4	[1748, 1796]	Classic Zinc Finger
Q6P6B7	[0, 44]	Ankyrin repeat-containing domain
Q8NB50	[132, 183]	Classic Zinc Finger
Q8NB50	[412, 466]	Classic Zinc Finger
Q8WWW0	[113, 179]	-
Q93052	[405, 439]	Cysteine Rich Protein
Q93052	[466, 491]	Cysteine Rich Protein
Q93052	[531, 548]	Cysteine Rich Protein
Q93052	[566, 592]	Cysteine Rich Protein
Q93084	[593, 612]	Calcium-transporting ATPase, transmembrane domain
Q9BXK1	[120, 173]	Classic Zinc Finger
Q9BY15	[22, 76]	Laminin
Q9BY15	[94, 126]	Laminin
O14867	[546, 590]	Transcription factor, Skn-1-like, DNA-binding domain
O43189	[84, 135]	Zinc/RING finger domain, C3HC4 (zinc finger)
P05160	[61, 94]	Complement Module, domain 1
P05160	[116, 162]	Complement Module, domain 1
P05160	[257, 345]	Complement Module, domain 1
P05160	[363, 405]	Complement Module, domain 1
P05160	[429, 463]	Complement Module, domain 1
P05160	[494, 531]	Complement Module, domain 1
P05160	[637, 655]	Complement Module, domain 1
P14210	[429, 484]	Plasminogen Kringle 4
P14210	[642, 678]	Trypsin-like serine proteases
P35030	[242, 267]	Trypsin-like serine proteases
P43694	[206, 244]	Erythroid Transcription Factor GATA-1, subunit A
P43694	[260, 304]	Erythroid Transcription Factor GATA-1, subunit A
Q15057	[396, 421]	Arf GTPase activating protein
Q16760	[176, 214]	-
Q3SXZ3	[162, 213]	Classic Zinc Finger
Q7Z2T5	[502, 522]	Vaccinia Virus protein VP39
Q7Z5L0	[158, 183]	Vitelline membrane outer layer protein I (VOMI)
Q8WTU2	[116, 144]	SRCR-like domain
Q8WTU2	[214, 232]	SRCR-like domain
Q8WTU2	[252, 297]	SRCR-like domain
Q8WTU2	[342, 452]	SRCR-like domain
Q8WTU2	[469, 490]	SRCR-like domain
Q8WTU2	[504, 525]	SRCR-like domain
Q8WTU2	[547, 574]	SRCR-like domain
Q9BX93	[64, 123]	Phospholipase A2 domain
Q9ULV1	[35, 54]	Frizzled cysteine-rich domain
Q9ULV1	[142, 167]	Frizzled cysteine-rich domain
O43240	[154, 184]	Trypsin-like serine proteases
O43240	[213, 235]	Trypsin-like serine proteases
O76015	[131, 154]	Vasodilator-stimulated phosphoprotein
O76015	[304, 358]	Single helix bin
P01730	[434, 457]	transmembrane domain of human cd4
P08571	[19, 40]	Ribonuclease Inhibitor
P0C7I0	[101, 131]	Cysteine proteinases
P0C7I0	[243, 263]	Cysteine proteinases
P35789	[192, 243]	Classic Zinc Finger
P35789	[388, 439]	Classic Zinc Finger
P56277	[0, 67]	CytochromE C oxidase copper chaperone
Q07864	[640, 663]	Palm domain of DNA polymerase
Q6DN03	[88, 116]	Histone, subunit A
Q7Z434	[34, 50]	Death Domain, Fas
Q96HD1	[129, 336]	Plasmodium vivax P25 domain
Q9H582	[439, 462]	Classic Zinc Finger
Q9HC78	[569, 586]	Classic Zinc Finger
Q9HC78	[630, 648]	Classic Zinc Finger
A6NKQ9	[50, 169]	Cystine-knot cytokines
P02787	[182, 197]	Periplasmic binding protein-like II
P02787	[426, 446]	Periplasmic binding protein-like II
P02787	[496, 532]	Periplasmic binding protein-like II
P02787	[571, 633]	Periplasmic binding protein-like II
P10589	[75, 155]	Erythroid Transcription Factor GATA-1, subunit A
P54764	[222, 334]	Tumor Necrosis Factor Receptor, subunit A, domain 2
P54764	[355, 389]	Immunoglobulins
Q15928	[218, 269]	Classic Zinc Finger
Q7Z5K2	[998, 1018]	Leucine-rich Repeat Variant
Q8IWU6	[434, 485]	Alkaline Phosphatase, subunit A
Q96K80	[31, 101]	-
Q96K80	[129, 163]	-
Q96MH2	[267, 285]	-
Q9C0G0	[185, 252]	Classic Zinc Finger
Q9C0G0	[517, 602]	Classic Zinc Finger
Q9C0G0	[696, 719]	Classic Zinc Finger
Q9C0G0	[841, 864]	Classic Zinc Finger
Q9C0G0	[1477, 1500]	Classic Zinc Finger
Q9C0G0	[1528, 1581]	Classic Zinc Finger
Q9C0G0	[1615, 1642]	Classic Zinc Finger
Q9NS68	[27, 72]	Tumor Necrosis Factor Receptor, subunit A, domain 2
Q9UHF5	[110, 172]	Cystine-knot cytokines
Q9UNK4	[48, 74]	Phospholipase A2 domain
Q9UNK4	[95, 111]	Phospholipase A2 domain
Q9UNK4	[129, 144]	Phospholipase A2 domain
Q9Y210	[245, 267]	Ankyrin repeat-containing domain
P28702	[180, 274]	Erythroid Transcription Factor GATA-1, subunit A
P45880	[0, 21]	Porin
P50579	[215, 240]	Creatinase/methionine aminopeptidase superfamily
Q07912	[964, 986]	DNA helicase RuvA subunit, C-terminal domain
Q2VIR3	[90, 114]	P-loop containing nucleotide triphosphate hydrolases
Q53GT1	[505, 532]	Kelch-type beta propeller
Q7Z4Q2	[46, 68]	Leucine-rich Repeat Variant
Q86UZ6	[424, 460]	Classic Zinc Finger
Q86VK4	[210, 226]	Classic Zinc Finger
Q86VK4	[270, 325]	Classic Zinc Finger
Q96PZ7	[2307, 2325]	Complement Module, domain 1
Q96PZ7	[2459, 2504]	Complement Module, domain 1
Q96PZ7	[2521, 2560]	Complement Module, domain 1
Q96PZ7	[2662, 2689]	Complement Module, domain 1
Q96PZ7	[2720, 2748]	Complement Module, domain 1
Q96PZ7	[2769, 2805]	Complement Module, domain 1
Q96PZ7	[2885, 2987]	Complement Module, domain 1
Q96PZ7	[3011, 3046]	Complement Module, domain 1
Q96PZ7	[3065, 3106]	Complement Module, domain 1
Q96PZ7	[3144, 3164]	Complement Module, domain 1
Q96PZ7	[3195, 3227]	Complement Module, domain 1
Q96PZ7	[3243, 3284]	Complement Module, domain 1
Q9BU19	[319, 375]	Classic Zinc Finger
Q9BU19	[408, 462]	Classic Zinc Finger
Q9HCX3	[242, 293]	Classic Zinc Finger
Q9UJW2	[265, 284]	Cysteine proteinases
Q9UJW2	[305, 355]	Cysteine proteinases
A0A096LP55	[26, 79]	Ubiquinol-cytochrome C reductase hinge domain
O14901	[415, 468]	Classic Zinc Finger
O94929	[0, 49]	Cysteine Rich Protein
O94929	[116, 164]	Cysteine Rich Protein
O94929	[212, 248]	Cysteine Rich Protein
P43652	[76, 114]	-
P43652	[189, 204]	-
P43652	[268, 322]	-
P43652	[379, 402]	-
P43652	[484, 502]	-
P43652	[580, 598]	-
P81274	[499, 519]	Tetratricopeptide repeat domain
Q10472	[515, 548]	-
Q13615	[1141, 1183]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q14839	[362, 423]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q14839	[441, 504]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N9V2	[43, 65]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96CA5	[272, 287]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q96JB3	[433, 456]	Classic Zinc Finger
Q96JB3	[496, 547]	Classic Zinc Finger
Q99988	[192, 216]	Cystine-knot cytokines
Q99988	[235, 283]	Cystine-knot cytokines
Q9BYV6	[64, 88]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BYV6	[113, 138]	Classic Zinc Finger
Q9GZR1	[785, 824]	Adenoviral Proteinase; Chain A
Q9Y6L7	[577, 614]	Laminin
Q9Y6L7	[725, 785]	Laminin
O14639	[59, 126]	Cysteine Rich Protein
O14639	[148, 239]	Cysteine Rich Protein
O14639	[256, 280]	Cysteine Rich Protein
O14639	[290, 323]	Cysteine Rich Protein
O15541	[272, 308]	Zinc/RING finger domain, C3HC4 (zinc finger)
O75445	[4807, 4823]	Immunoglobulins
P04733	[0, 60]	Metallothionein Isoform II
P09093	[204, 228]	Trypsin-like serine proteases
P22692	[11, 109]	-
P22692	[193, 257]	Thyroglobulin type-1
Q6X4U4	[64, 102]	Cystine-knot cytokines
Q6X4U4	[123, 174]	Cystine-knot cytokines
Q75N03	[100, 119]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q75N03	[129, 181]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8N806	[133, 158]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8TC27	[332, 358]	Collagenase (Catalytic Domain)
Q8TC27	[373, 536]	Disintegrin domain
Q8TC27	[591, 662]	Galactose-binding domain-like
Q8WYQ9	[897, 930]	Zinc finger, CCHC-type
Q9HBT6	[586, 606]	Cadherins
Q9NQX0	[188, 219]	SET domain
P00325	[87, 138]	Medium-chain alcohol dehydrogenases, catalytic domain
P26010	[34, 100]	ligand-binding face of the semaphorins, domain 2
P51689	[486, 512]	-
P78334	[400, 443]	Neurotransmitter-gated ion-channel transmembrane domain
P98168	[291, 308]	Classic Zinc Finger
P98168	[429, 447]	Classic Zinc Finger
P98168	[471, 496]	Classic Zinc Finger
Q147U1	[187, 240]	Classic Zinc Finger
Q5VZB9	[63, 135]	DM DNA-binding domain
Q96EG1	[166, 191]	Alkaline Phosphatase, subunit A
Q9BRQ0	[319, 381]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9BWF3	[151, 174]	Zinc finger, CCHC-type
Q9H9P5	[628, 679]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9NRY4	[20, 40]	P-loop containing nucleotide triphosphate hydrolases
Q9UHC7	[50, 85]	Zinc finger, CCCH-type
Q9UHC7	[98, 113]	Zinc finger, CCCH-type
Q9UHC7	[168, 268]	-
O15156	[337, 388]	Classic Zinc Finger
O94806	[286, 330]	-
P52746	[154, 205]	Classic Zinc Finger
P52746	[277, 292]	Classic Zinc Finger
P52746	[307, 375]	Classic Zinc Finger
P52746	[476, 587]	Classic Zinc Finger
P52746	[829, 898]	Classic Zinc Finger
P52746	[1095, 1149]	Classic Zinc Finger
P52746	[1413, 1515]	Classic Zinc Finger
P52746	[1584, 1635]	Classic Zinc Finger
Q01954	[348, 401]	Classic Zinc Finger
Q01954	[711, 764]	Classic Zinc Finger
Q01954	[947, 972]	Classic Zinc Finger
Q15560	[250, 298]	-
Q5JVG2	[212, 237]	Classic Zinc Finger
Q5JVG2	[263, 302]	Classic Zinc Finger
Q5JVG2	[821, 848]	Classic Zinc Finger
Q8N8U3	[447, 474]	Zinc finger, CCHC-type
Q92800	[483, 613]	SET domain
Q96JM3	[5, 28]	Classic Zinc Finger
Q9C040	[49, 70]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9C040	[107, 150]	Classic Zinc Finger
Q9H461	[96, 157]	Frizzled cysteine-rich domain
Q9H461	[217, 268]	Rhodopsin 7-helix transmembrane proteins
Q9H461	[558, 575]	Rhodopsin 7-helix transmembrane proteins
Q9NRS4	[72, 101]	Low-density Lipoprotein Receptor
O94851	[1048, 1068]	Cysteine Rich Protein
P47944	[0, 61]	Metallothionein Isoform II
P56705	[269, 323]	-
Q01974	[236, 346]	Frizzled cysteine-rich domain
Q13075	[319, 351]	Inhibitor Of Apoptosis Protein (2mihbC-IAP-1); Chain A
Q8NEG5	[223, 245]	-
Q8TD26	[1619, 1636]	Homeodomain-like
Q8TE54	[530, 569]	STAS domain
Q9BXR0	[306, 329]	Queuine tRNA-ribosyltransferase-like
Q9BYW2	[1438, 1548]	SET domain
Q9BYW2	[1614, 1643]	SET domain
Q9BYW2	[1674, 1694]	SET domain
Q9UM63	[147, 173]	Classic Zinc Finger
A0A2R8Y4M4	[16, 77]	Zinc/RING finger domain, C3HC4 (zinc finger)
O00253	[76, 110]	Agouti domain
P09544	[278, 357]	-
P34096	[83, 146]	Ribonuclease A-like domain
P49862	[126, 242]	Trypsin-like serine proteases
Q01151	[15, 38]	Immunoglobulins
Q01151	[89, 114]	Immunoglobulins
Q02833	[54, 82]	Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1
Q8IWT3	[2045, 2091]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWT3	[2107, 2129]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8IWT3	[2225, 2257]	-
Q8N988	[136, 187]	Classic Zinc Finger
Q96HQ0	[194, 239]	Classic Zinc Finger
Q9BWW7	[182, 236]	Classic Zinc Finger
Q9UPX8	[283, 306]	Ankyrin repeat-containing domain
O15165	[26, 56]	Low-density Lipoprotein Receptor
O95785	[295, 318]	Classic Zinc Finger
O95785	[864, 884]	Classic Zinc Finger
P04003	[154, 184]	Complement Module, domain 1
P04003	[218, 248]	Complement Module, domain 1
P04003	[273, 308]	Complement Module, domain 1
P04003	[321, 434]	Complement Module, domain 1
P04003	[468, 567]	Complement Module, domain 1
P0CW18	[202, 234]	Trypsin-like serine proteases
P0CW18	[245, 322]	Trypsin-like serine proteases
P13224	[19, 41]	Ribonuclease Inhibitor
P17040	[701, 752]	Classic Zinc Finger
P17040	[866, 918]	Classic Zinc Finger
P56373	[105, 132]	atp-gated p2x4 ion channel domain
P61129	[267, 302]	Zinc finger, CCCH-type
P61129	[331, 354]	Pneumovirus matrix protein 2 (M2), zinc-binding domain
Q14766	[158, 227]	Laminin
Q14831	[512, 578]	GPCR, family 3, nine cysteines domain
Q6ZV89	[378, 406]	SH2 domain
Q7L0R7	[403, 429]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q8NF86	[139, 168]	Trypsin-like serine proteases
Q8NF86	[209, 239]	Trypsin-like serine proteases
Q96KX2	[44, 60]	F-actin capping protein, alpha subunit
Q9GZT5	[327, 401]	-
Q9Y6U7	[307, 325]	Zinc/RING finger domain, C3HC4 (zinc finger)
A8MUP6	[34, 61]	-
O14905	[280, 325]	-
O15547	[127, 162]	atp-gated p2x4 ion channel domain
O60243	[105, 131]	P-loop containing nucleotide triphosphate hydrolases
O60243	[202, 232]	P-loop containing nucleotide triphosphate hydrolases
P17031	[249, 300]	Classic Zinc Finger
P51460	[104, 130]	Insulin-like
P62736	[0, 21]	-
Q0WX57	[101, 135]	Cysteine proteinases
Q70EL2	[88, 110]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q70EL2	[635, 653]	Cysteine proteinases
Q7Z478	[636, 664]	P-loop containing nucleotide triphosphate hydrolases
Q7Z6M1	[18, 45]	Kelch-type beta propeller
Q96JF6	[118, 169]	Classic Zinc Finger
Q96JF6	[559, 613]	Classic Zinc Finger
Q96JF6	[752, 803]	Classic Zinc Finger
Q9H2E6	[510, 551]	ligand-binding face of the semaphorins, domain 2
O94769	[106, 166]	-
O95631	[30, 103]	Galactose-binding domain-like
P02679	[154, 174]	-
P08833	[23, 113]	-
P08833	[195, 227]	Thyroglobulin type-1
P17032	[262, 313]	Classic Zinc Finger
P52798	[142, 162]	Cupredoxins - blue copper proteins
P58215	[104, 153]	SRCR-like domain
P58215	[259, 290]	SRCR-like domain
P58215	[365, 415]	SRCR-like domain
P58215	[485, 521]	SRCR-like domain
Q2L4Q9	[184, 234]	Trypsin-like serine proteases
Q496Y0	[174, 192]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q496Y0	[465, 515]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q6ZNE9	[509, 570]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q7Z3D6	[141, 191]	PSTPO5379-like
Q7Z3D6	[234, 274]	PSTPO5379-like
Q8N554	[414, 481]	Classic Zinc Finger
Q96JP5	[302, 358]	Classic Zinc Finger
Q96JP5	[391, 418]	Classic Zinc Finger
Q9H8W4	[147, 233]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9HCK1	[0, 20]	DBF zinc finger
Q9NS98	[517, 556]	ligand-binding face of the semaphorins, domain 2
Q9UGU0	[1876, 1959]	Zinc/RING finger domain, C3HC4 (zinc finger)
Q9Y4G2	[570, 586]	Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)
O75473	[26, 49]	Ribonuclease Inhibitor
P21912	[85, 118]	-
P21912	[241, 262]	Alpha-helical ferredoxin
Q7Z5A4	[250, 273]	Trypsin-like serine proteases
Q8WV99	[0, 71]	AN1-like Zinc finger
Q9BYE2	[494, 519]	Trypsin-like serine proteases
Q9ULI3	[978, 1053]	Laminin
B7Z6K7	[83, 106]	Classic Zinc Finger
B7Z6K7	[192, 256]	Classic Zinc Finger
O00217	[100, 118]	-
O00327	[229, 279]	PAS domain
O00327	[298, 317]	PAS domain
O75129	[742, 769]	Laminin
O75925	[197, 237]	PINIT domain
P01225	[89, 128]	Cystine-knot cytokines
P02462	[1651, 1668]	Collagen IV, non-collagenous
Q8N635	[337, 362]	Nucleic acid-binding proteins
Q96AX9	[84, 102]	-
